INSERT INTO `lucky_cooperation`.`t_bi_warehouse_commodity_sale_shop_week` (`wh_dept_id`, `commodity_id`, `mark_type`, `type`, `year`, `week_id`, `amount`, `create_time`) VALUES 
(-1, 5352, 2, 30, 2022, 52, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, 53, 20.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, 53, 40.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, 53, 100.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, 53, 100.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, 53, 201.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, 53, 100.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, 53, 100.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, 53, 201.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, 53, 100.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, 53, 100.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, 53, 201.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, 54, 120.6, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, 54, 241.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, 54, 603.0, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, 54, 603.0, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, 54, 1206.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, 54, 603.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, 54, 603.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, 54, 1206.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, 54, 603.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, 54, 603.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, 54, 1206.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, 55, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, 55, 281.4, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, 55, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, 55, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, 55, 1407.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, 55, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, 55, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, 55, 1407.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, 55, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, 55, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, 55, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, 56, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, 56, 281.4, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, 56, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, 56, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, 56, 1407.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, 56, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, 56, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, 56, 1407.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, 56, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, 56, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, 56, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, 57, 140.7, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, 57, 281.4, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, 57, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, 57, 703.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, 57, 1407.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, 57, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, 57, 703.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, 57, 1407.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, 57, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, 57, 703.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, 57, 1407.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, 58, 60.3, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, 58, 120.6, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, 58, 301.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, 58, 301.5, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, 58, 603.0, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, 58, 301.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, 58, 301.5, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, 58, 603.0, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, 58, 301.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, 58, 301.5, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, 58, 603.0, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, 59, 80.4, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, 59, 80.4, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, 59, 160.8, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, 59, 80.4, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, 59, 80.4, '2023-06-01 00:00:00'),
