INSERT INTO `lucky_cooperation`.`t_alg_new_demand_plan` (`wh_dept_id`, `goods_id`, `predict_date`, `pred_shop_consume`, `pred_shop_order`, `pred_wh_consume`, `pred_wh_cg`, `update_time`) VALUES 
(245770, 83625, '2024-02-25', 29867, 200, 19387, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-02-26', 18207, 200, 26880, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-02-26', 29270, 200, 26245, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-02-26', 13974, 200, 19255, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-02-26', 14713, 200, 12614, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-02-26', 29443, 200, 20524, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-02-26', 14217, 200, 14338, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-02-27', 19732, 200, 12659, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-02-27', 12763, 200, 21738, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-02-27', 23503, 200, 18648, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-02-27', 15265, 200, 10789, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-02-27', 29034, 200, 15975, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-02-27', 10285, 200, 21810, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-02-28', 12382, 200, 24185, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-02-28', 22296, 200, 11758, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-02-28', 20805, 200, 10624, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-02-28', 29578, 200, 26986, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-02-28', 13888, 200, 15119, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-02-28', 23338, 200, 14329, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-02-29', 18035, 200, 22802, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-02-29', 15611, 200, 21216, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-02-29', 12054, 200, 14650, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-02-29', 28495, 200, 22900, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-02-29', 17916, 200, 23577, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-02-29', 25307, 200, 29367, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-01', 17240, 200, 27422, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-01', 29095, 200, 16324, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-01', 17985, 200, 16964, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-01', 10613, 200, 12718, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-01', 19117, 200, 17893, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-01', 16026, 200, 28447, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-02', 11150, 200, 14487, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-02', 15495, 200, 19380, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-02', 29054, 200, 10361, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-02', 24202, 200, 29125, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-02', 21342, 200, 26411, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-02', 29743, 200, 23215, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-03', 24287, 200, 16776, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-03', 24256, 200, 23347, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-03', 29049, 200, 16348, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-03', 15744, 200, 23676, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-03', 17918, 200, 22085, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-03', 27064, 200, 15834, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-04', 22676, 200, 14729, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-04', 12119, 200, 24975, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-04', 16640, 200, 11184, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-04', 16671, 200, 12708, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-04', 12375, 200, 17856, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-04', 16006, 200, 21849, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-05', 23472, 200, 22239, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-05', 12655, 200, 15927, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-05', 27077, 200, 22314, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-05', 28632, 200, 18560, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-05', 24741, 200, 13192, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-05', 17305, 200, 17265, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-06', 17534, 200, 19913, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-06', 12659, 200, 21851, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-06', 16413, 200, 18291, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-06', 14475, 200, 25697, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-06', 26565, 200, 18136, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-06', 27676, 200, 10017, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-07', 15279, 200, 21090, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-07', 18293, 200, 28056, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-07', 26030, 200, 26042, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-07', 26110, 200, 17745, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-07', 21892, 200, 17969, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-07', 21820, 200, 28227, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-08', 24052, 200, 24285, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-08', 18851, 200, 24484, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-08', 22258, 200, 28008, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-08', 25341, 200, 20783, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-08', 12414, 200, 22058, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-08', 11869, 200, 28272, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-09', 11106, 200, 18841, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-09', 12606, 200, 23050, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-09', 26008, 200, 26646, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-09', 21082, 200, 19407, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-09', 22433, 200, 11501, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-09', 23777, 200, 22049, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-10', 10890, 200, 25618, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-10', 20924, 200, 10258, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-10', 11331, 200, 24704, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-10', 12884, 200, 13264, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-10', 21297, 200, 23033, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-10', 19702, 200, 19887, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-11', 11397, 200, 15592, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-11', 26488, 200, 29371, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-11', 12159, 200, 24355, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-11', 25455, 200, 23010, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-11', 11122, 200, 28787, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-11', 16049, 200, 10032, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-12', 12810, 200, 14668, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-12', 17728, 200, 17888, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-12', 19832, 200, 16876, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-12', 12108, 200, 12496, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-12', 10282, 200, 15645, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-12', 12454, 200, 24246, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-13', 24683, 200, 16403, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-13', 19666, 200, 11831, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-13', 16434, 200, 17636, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-13', 22948, 200, 18042, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-13', 22297, 200, 29430, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-13', 20690, 200, 22184, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-14', 25623, 200, 18144, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-14', 15410, 200, 25096, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-14', 22283, 200, 12281, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-14', 15230, 200, 24716, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-14', 28695, 200, 24940, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-14', 15718, 200, 17829, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-15', 14723, 200, 12559, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-15', 21455, 200, 20046, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-15', 18286, 200, 18347, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-15', 28796, 200, 20932, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-15', 12233, 200, 17139, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-15', 21538, 200, 28632, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-16', 17001, 200, 25590, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-16', 14646, 200, 17435, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-16', 23549, 200, 10651, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-16', 13281, 200, 19581, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-16', 16290, 200, 22307, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-16', 27070, 200, 12321, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-17', 27255, 200, 17000, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-17', 10096, 200, 29890, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-17', 27605, 200, 19847, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-17', 21203, 200, 18276, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-17', 26724, 200, 20601, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-17', 29945, 200, 11277, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-18', 25328, 200, 16098, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-18', 16172, 200, 13593, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-18', 23162, 200, 12701, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-18', 15567, 200, 26949, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-18', 19123, 200, 29231, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-18', 21683, 200, 21816, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-19', 18173, 200, 11540, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-19', 26494, 200, 14501, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-19', 16644, 200, 12080, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-19', 19676, 200, 11856, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-19', 15028, 200, 22660, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-19', 25317, 200, 29653, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-20', 10564, 200, 10967, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-20', 18702, 200, 15941, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-20', 18885, 200, 10138, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-20', 28955, 200, 22161, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-20', 21165, 200, 16764, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-20', 24936, 200, 15099, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-21', 24770, 200, 10453, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-21', 28713, 200, 28968, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-21', 10707, 200, 10184, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-21', 27167, 200, 27777, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-21', 28717, 200, 14701, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-21', 11342, 200, 12462, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-22', 11444, 200, 26300, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-22', 18802, 200, 22781, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-22', 11078, 200, 22123, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-22', 16696, 200, 22874, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-22', 21021, 200, 23291, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-22', 14210, 200, 23766, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-23', 22655, 200, 26263, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-23', 10112, 200, 16016, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-23', 13340, 200, 29274, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-23', 20257, 200, 15813, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-23', 25397, 200, 11413, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-23', 25664, 200, 13845, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-24', 12773, 200, 16387, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-24', 22566, 200, 22793, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-24', 28655, 200, 13729, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-24', 19246, 200, 16334, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-24', 16331, 200, 12032, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-24', 19191, 200, 24815, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-25', 25096, 200, 24775, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-25', 10031, 200, 25786, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-25', 18191, 200, 14877, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-25', 11258, 200, 12040, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-25', 14646, 200, 11032, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-25', 16653, 200, 22071, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-26', 21466, 200, 23696, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-26', 18349, 200, 20761, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-26', 23827, 200, 21196, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-26', 16978, 200, 21488, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-26', 17973, 200, 25899, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-26', 23796, 200, 15258, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-27', 19961, 200, 17225, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-27', 18442, 200, 23169, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-27', 19704, 200, 16553, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-27', 29288, 200, 26977, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-27', 16443, 200, 23576, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-27', 28850, 200, 11534, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-28', 21105, 200, 27451, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-28', 20332, 200, 19974, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-28', 13996, 200, 27902, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-28', 28594, 200, 14178, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-28', 22166, 200, 13693, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-28', 20210, 200, 24987, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-29', 27957, 200, 14856, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-29', 18480, 200, 14006, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-29', 14944, 200, 22957, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-29', 15726, 200, 20463, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-29', 18312, 200, 25546, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-29', 22730, 200, 28012, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-30', 15265, 200, 10265, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-30', 23481, 200, 12836, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-30', 21141, 200, 10555, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-30', 12447, 200, 14566, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-30', 20525, 200, 19183, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-30', 15349, 200, 10781, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-03-31', 28012, 200, 20912, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-03-31', 11947, 200, 18526, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-03-31', 15445, 200, 18062, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-03-31', 10977, 200, 28755, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-03-31', 17891, 200, 11848, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-03-31', 27695, 200, 27605, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-01', 16520, 200, 20285, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-01', 11237, 200, 20496, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-01', 21904, 200, 21769, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-01', 25806, 200, 10746, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-01', 27319, 200, 12133, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-01', 22156, 200, 13537, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-02', 18671, 200, 13899, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-02', 11972, 200, 11969, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-02', 12254, 200, 27716, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-02', 22612, 200, 19625, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-02', 19649, 200, 27179, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-02', 11990, 200, 21934, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-03', 12529, 200, 17720, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-03', 20180, 200, 25492, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-03', 26068, 200, 16539, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-03', 25819, 200, 28409, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-03', 13598, 200, 29210, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-03', 22390, 200, 25386, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-04', 21713, 200, 27616, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-04', 13285, 200, 20921, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-04', 26967, 200, 11144, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-04', 15219, 200, 23092, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-04', 28459, 200, 12346, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-04', 27730, 200, 12969, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-05', 14299, 200, 21264, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-05', 24406, 200, 15551, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-05', 12901, 200, 25397, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-05', 28036, 200, 14995, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-05', 18120, 200, 15853, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-05', 21633, 200, 12107, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-06', 19118, 200, 25555, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-06', 14313, 200, 18060, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-06', 29435, 200, 19707, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-06', 17588, 200, 25385, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-06', 17395, 200, 15829, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-06', 22163, 200, 21086, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-07', 13454, 200, 25163, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-07', 29759, 200, 18587, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-07', 14881, 200, 23582, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-07', 28746, 200, 27645, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-07', 14725, 200, 25421, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-07', 19825, 200, 24543, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-08', 14698, 200, 28938, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-08', 22066, 200, 21824, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-08', 10849, 200, 18265, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-08', 23900, 200, 27977, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-08', 29715, 200, 29707, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-08', 18102, 200, 20692, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-09', 19241, 200, 24678, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-09', 29720, 200, 10749, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-09', 22153, 200, 24948, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-09', 23589, 200, 21488, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-09', 24971, 200, 19668, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-09', 15857, 200, 19907, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-10', 13076, 200, 12912, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-10', 25198, 200, 28708, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-10', 25415, 200, 13588, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-10', 22830, 200, 16948, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-10', 12952, 200, 23801, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-10', 10102, 200, 26893, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-11', 27476, 200, 14294, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-11', 12138, 200, 23160, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-11', 21284, 200, 11251, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-11', 11510, 200, 12889, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-11', 15396, 200, 27990, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-11', 21346, 200, 13381, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-12', 27630, 200, 24340, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-12', 26153, 200, 12357, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-12', 25156, 200, 26116, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-12', 17236, 200, 18670, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-12', 12968, 200, 15280, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-12', 14846, 200, 17532, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-13', 26809, 200, 29099, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-13', 27315, 200, 11784, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-13', 27535, 200, 17330, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-13', 26722, 200, 15191, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-13', 20686, 200, 16516, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-13', 20813, 200, 20082, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-14', 28079, 200, 14291, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-14', 21698, 200, 20060, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-14', 21394, 200, 29083, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-14', 22058, 200, 29167, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-14', 15416, 200, 21115, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-14', 15353, 200, 23850, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2024-04-15', 17071, 200, 25829, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2024-04-15', 19829, 200, 21256, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2024-04-15', 13083, 200, 16260, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2024-04-15', 26921, 200, 29719, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2024-04-15', 22508, 200, 16044, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2024-04-15', 14858, 200, 21326, 400, '2023-08-28 15:56:37'),
