INSERT INTO `lucky_cooperation`.`t_bi_warehouse_commodity_sale_shop_day` (`wh_dept_id`, `commodity_id`, `mark_type`, `type`, `year`, `record_date`, `amount`, `create_time`) VALUES 
(326932, 6192, 1, 30, 2022, '2022-10-29', 31.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, '2022-10-29', 17.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, '2022-10-29', 16.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, '2022-10-29', 33.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, '2022-10-29', 13.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, '2022-10-29', 10.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, '2022-10-29', 23.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, '2022-10-29', 19.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, '2022-10-29', 11.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, '2022-10-29', 30.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, '2022-10-29', 15.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, '2022-10-29', 14.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, '2022-10-29', 29.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, '2022-10-29', 18.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, '2022-10-29', 10.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, '2022-10-29', 28.2, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, '2022-10-29', 13.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, '2022-10-29', 20.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, '2022-10-29', 33.2, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, '2022-10-29', 17.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, '2022-10-29', 10.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, '2022-10-29', 27.2, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, '2022-10-30', 14.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, '2022-10-30', 11.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, '2022-10-30', 25.2, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, '2022-10-30', 11.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, '2022-10-30', 17.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, '2022-10-30', 28.2, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, '2022-10-30', 10.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, '2022-10-30', 17.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, '2022-10-30', 27.2, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, '2022-10-30', 15.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, '2022-10-30', 10.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, '2022-10-30', 25.2, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, '2022-10-30', 13.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, '2022-10-30', 10.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, '2022-10-30', 23.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, '2022-10-30', 16.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, '2022-10-30', 14.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, '2022-10-30', 30.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, '2022-10-30', 17.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, '2022-10-30', 16.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, '2022-10-30', 33.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, '2022-10-30', 18.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, '2022-10-30', 18.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, '2022-10-30', 36.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, '2022-10-30', 16.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, '2022-10-30', 18.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, '2022-10-30', 34.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, '2022-10-30', 17.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, '2022-10-30', 17.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, '2022-10-30', 34.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, '2022-10-30', 15.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, '2022-10-30', 14.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, '2022-10-30', 29.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, '2022-10-30', 20.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, '2022-10-30', 16.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, '2022-10-30', 36.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, '2022-10-30', 14.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, '2022-10-30', 17.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, '2022-10-30', 31.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, '2022-10-30', 11.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, '2022-10-30', 20.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, '2022-10-30', 31.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, '2022-10-30', 10.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, '2022-10-30', 19.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, '2022-10-30', 29.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, '2022-10-30', 15.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, '2022-10-30', 16.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, '2022-10-30', 31.2, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, '2022-10-30', 19.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, '2022-10-30', 16.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, '2022-10-30', 35.2, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, '2022-10-30', 12.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, '2022-10-30', 18.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, '2022-10-30', 30.2, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, '2022-10-31', 16.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, '2022-10-31', 11.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, '2022-10-31', 27.2, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, '2022-10-31', 12.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, '2022-10-31', 15.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, '2022-10-31', 27.2, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, '2022-10-31', 14.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, '2022-10-31', 16.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, '2022-10-31', 30.2, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, '2022-10-31', 11.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, '2022-10-31', 18.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, '2022-10-31', 29.2, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, '2022-10-31', 15.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, '2022-10-31', 20.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, '2022-10-31', 35.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, '2022-10-31', 17.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, '2022-10-31', 16.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, '2022-10-31', 33.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, '2022-10-31', 10.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, '2022-10-31', 13.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, '2022-10-31', 23.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, '2022-10-31', 12.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, '2022-10-31', 18.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, '2022-10-31', 30.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, '2022-10-31', 13.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, '2022-10-31', 13.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, '2022-10-31', 26.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, '2022-10-31', 20.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, '2022-10-31', 12.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, '2022-10-31', 32.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, '2022-10-31', 11.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, '2022-10-31', 12.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, '2022-10-31', 23.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, '2022-10-31', 10.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, '2022-10-31', 20.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, '2022-10-31', 30.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, '2022-10-31', 18.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, '2022-10-31', 12.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, '2022-10-31', 30.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, '2022-10-31', 13.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, '2022-10-31', 11.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, '2022-10-31', 24.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, '2022-10-31', 11.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, '2022-10-31', 13.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, '2022-10-31', 24.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, '2022-10-31', 16.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, '2022-10-31', 11.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, '2022-10-31', 27.2, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, '2022-10-31', 17.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, '2022-10-31', 20.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, '2022-10-31', 37.2, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, '2022-10-31', 16.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, '2022-10-31', 12.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, '2022-10-31', 28.2, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, '2022-11-01', 13.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, '2022-11-01', 16.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, '2022-11-01', 29.2, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, '2022-11-01', 19.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, '2022-11-01', 11.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, '2022-11-01', 30.2, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, '2022-11-01', 14.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, '2022-11-01', 11.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, '2022-11-01', 25.2, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, '2022-11-01', 19.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, '2022-11-01', 17.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, '2022-11-01', 36.2, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, '2022-11-01', 18.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, '2022-11-01', 18.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, '2022-11-01', 36.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, '2022-11-01', 15.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, '2022-11-01', 19.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, '2022-11-01', 34.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, '2022-11-01', 19.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, '2022-11-01', 11.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, '2022-11-01', 30.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, '2022-11-01', 15.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, '2022-11-01', 17.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, '2022-11-01', 32.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, '2022-11-01', 12.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, '2022-11-01', 20.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, '2022-11-01', 32.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, '2022-11-01', 15.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, '2022-11-01', 20.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, '2022-11-01', 35.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, '2022-11-01', 14.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, '2022-11-01', 13.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, '2022-11-01', 27.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, '2022-11-01', 16.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, '2022-11-01', 12.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, '2022-11-01', 28.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, '2022-11-01', 20.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, '2022-11-01', 20.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, '2022-11-01', 40.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, '2022-11-01', 18.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, '2022-11-01', 12.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, '2022-11-01', 30.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, '2022-11-01', 10.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, '2022-11-01', 19.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, '2022-11-01', 29.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, '2022-11-01', 19.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, '2022-11-01', 13.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, '2022-11-01', 32.2, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, '2022-11-01', 16.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, '2022-11-01', 12.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, '2022-11-01', 28.2, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, '2022-11-01', 20.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, '2022-11-01', 17.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, '2022-11-01', 37.2, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, '2022-11-02', 14.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, '2022-11-02', 19.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, '2022-11-02', 33.2, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, '2022-11-02', 12.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, '2022-11-02', 17.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, '2022-11-02', 29.2, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, '2022-11-02', 20.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, '2022-11-02', 15.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, '2022-11-02', 35.2, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, '2022-11-02', 20.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, '2022-11-02', 16.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, '2022-11-02', 36.2, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, '2022-11-02', 14.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, '2022-11-02', 13.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, '2022-11-02', 27.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, '2022-11-02', 18.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, '2022-11-02', 10.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, '2022-11-02', 28.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, '2022-11-02', 11.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, '2022-11-02', 13.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, '2022-11-02', 24.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, '2022-11-02', 13.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, '2022-11-02', 13.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, '2022-11-02', 26.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, '2022-11-02', 13.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, '2022-11-02', 10.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, '2022-11-02', 23.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, '2022-11-02', 13.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, '2022-11-02', 20.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, '2022-11-02', 33.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, '2022-11-02', 19.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, '2022-11-02', 12.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, '2022-11-02', 31.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, '2022-11-02', 20.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, '2022-11-02', 19.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, '2022-11-02', 39.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, '2022-11-02', 12.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, '2022-11-02', 15.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, '2022-11-02', 27.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, '2022-11-02', 12.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, '2022-11-02', 14.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, '2022-11-02', 26.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, '2022-11-02', 18.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, '2022-11-02', 13.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, '2022-11-02', 31.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, '2022-11-02', 18.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, '2022-11-02', 16.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, '2022-11-02', 34.2, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, '2022-11-02', 17.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, '2022-11-02', 11.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, '2022-11-02', 28.2, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, '2022-11-02', 14.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, '2022-11-02', 17.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, '2022-11-02', 31.2, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, '2022-11-03', 10.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, '2022-11-03', 20.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, '2022-11-03', 30.2, '2023-06-01 00:00:00'),
(327193, 6192, 1, 10, 2022, '2022-11-03', 18.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 20, 2022, '2022-11-03', 20.1, '2023-06-01 00:00:00'),
(327193, 6192, 1, 30, 2022, '2022-11-03', 38.2, '2023-06-01 00:00:00'),
(327193, 5352, 2, 10, 2022, '2022-11-03', 14.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 20, 2022, '2022-11-03', 11.1, '2023-06-01 00:00:00'),
(327193, 5352, 2, 30, 2022, '2022-11-03', 25.2, '2023-06-01 00:00:00'),
(245971, 5990, 1, 10, 2022, '2022-11-03', 12.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 20, 2022, '2022-11-03', 12.1, '2023-06-01 00:00:00'),
(245971, 5990, 1, 30, 2022, '2022-11-03', 24.2, '2023-06-01 00:00:00'),
(245971, 6192, 1, 10, 2022, '2022-11-03', 15.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 20, 2022, '2022-11-03', 11.1, '2023-06-01 00:00:00'),
(245971, 6192, 1, 30, 2022, '2022-11-03', 26.2, '2023-06-01 00:00:00'),
(245971, 5352, 2, 10, 2022, '2022-11-03', 17.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 20, 2022, '2022-11-03', 18.1, '2023-06-01 00:00:00'),
(245971, 5352, 2, 30, 2022, '2022-11-03', 35.2, '2023-06-01 00:00:00'),
(245871, 5990, 1, 10, 2022, '2022-11-03', 12.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 20, 2022, '2022-11-03', 13.1, '2023-06-01 00:00:00'),
(245871, 5990, 1, 30, 2022, '2022-11-03', 25.2, '2023-06-01 00:00:00'),
(245871, 6192, 1, 10, 2022, '2022-11-03', 18.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 20, 2022, '2022-11-03', 20.1, '2023-06-01 00:00:00'),
(245871, 6192, 1, 30, 2022, '2022-11-03', 38.2, '2023-06-01 00:00:00'),
(245871, 5352, 2, 10, 2022, '2022-11-03', 16.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 20, 2022, '2022-11-03', 16.1, '2023-06-01 00:00:00'),
(245871, 5352, 2, 30, 2022, '2022-11-03', 32.2, '2023-06-01 00:00:00'),
(326932, 5990, 1, 10, 2022, '2022-11-03', 14.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 20, 2022, '2022-11-03', 17.1, '2023-06-01 00:00:00'),
(326932, 5990, 1, 30, 2022, '2022-11-03', 31.2, '2023-06-01 00:00:00'),
(326932, 6192, 1, 10, 2022, '2022-11-03', 11.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 20, 2022, '2022-11-03', 12.1, '2023-06-01 00:00:00'),
(326932, 6192, 1, 30, 2022, '2022-11-03', 23.2, '2023-06-01 00:00:00'),
(326932, 5352, 2, 10, 2022, '2022-11-03', 10.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 20, 2022, '2022-11-03', 18.1, '2023-06-01 00:00:00'),
(326932, 5352, 2, 30, 2022, '2022-11-03', 28.2, '2023-06-01 00:00:00'),
(326327, 5990, 1, 10, 2022, '2022-11-03', 18.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 20, 2022, '2022-11-03', 15.1, '2023-06-01 00:00:00'),
(326327, 5990, 1, 30, 2022, '2022-11-03', 33.2, '2023-06-01 00:00:00'),
(326327, 6192, 1, 10, 2022, '2022-11-03', 19.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 20, 2022, '2022-11-03', 13.1, '2023-06-01 00:00:00'),
(326327, 6192, 1, 30, 2022, '2022-11-03', 32.2, '2023-06-01 00:00:00'),
(326327, 5352, 2, 10, 2022, '2022-11-03', 15.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 20, 2022, '2022-11-03', 10.1, '2023-06-01 00:00:00'),
(326327, 5352, 2, 30, 2022, '2022-11-03', 25.2, '2023-06-01 00:00:00'),
(-1, 5990, 1, 10, 2022, '2022-11-03', 20.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 20, 2022, '2022-11-03', 19.1, '2023-06-01 00:00:00'),
(-1, 5990, 1, 30, 2022, '2022-11-03', 39.2, '2023-06-01 00:00:00'),
(-1, 6192, 1, 10, 2022, '2022-11-03', 13.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 20, 2022, '2022-11-03', 17.1, '2023-06-01 00:00:00'),
(-1, 6192, 1, 30, 2022, '2022-11-03', 30.2, '2023-06-01 00:00:00'),
(-1, 5352, 2, 10, 2022, '2022-11-03', 13.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 20, 2022, '2022-11-03', 17.1, '2023-06-01 00:00:00'),
(-1, 5352, 2, 30, 2022, '2022-11-03', 30.2, '2023-06-01 00:00:00'),
(327193, 5990, 1, 10, 2022, '2022-11-04', 20.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 20, 2022, '2022-11-04', 18.1, '2023-06-01 00:00:00'),
(327193, 5990, 1, 30, 2022, '2022-11-04', 38.2, '2023-06-01 00:00:00'),
