INSERT INTO `lucky_cooperation`.`t_bi_warehouse_shop_detail` (`record_date`, `wh_dept_id`, `self_num`, `agent_num`, `total_num`, `self_operating_num`, `agent_operating_num`, `total_operating_num`, `operating_rate`, `create_time`) VALUES
('2022-06-09', 327193, 167, 48, 215, 194, 109, 303, 0.9, '2023-06-01'),
('2022-06-09', 245971, 275, 68, 343, 249, 114, 363, 0.9, '2023-06-01'),
('2022-06-09', 245871, 156, 156, 312, 294, 11, 305, 0.9, '2023-06-01'),
('2022-06-09', 326932, 288, 237, 525, 300, 211, 511, 0.9, '2023-06-01'),
('2022-06-09', 326327, 64, 42, 106, 206, 152, 358, 0.9, '2023-06-01'),
('2022-06-09', -1, 199, 118, 317, 103, 71, 174, 0.9, '2023-06-01'),
('2022-06-10', 327193, 186, 107, 293, 145, 10, 155, 0.9, '2023-06-01'),
('2022-06-10', 245971, 193, 75, 268, 138, 123, 261, 0.9, '2023-06-01'),
('2022-06-10', 245871, 218, 181, 399, 71, 24, 95, 0.9, '2023-06-01'),
('2022-06-10', 326932, 276, 221, 497, 278, 161, 439, 0.9, '2023-06-01'),
('2022-06-10', 326327, 189, 182, 371, 238, 12, 250, 0.9, '2023-06-01'),
('2022-06-10', -1, 67, 39, 106, 245, 163, 408, 0.9, '2023-06-01'),
('2022-06-11', 327193, 146, 59, 205, 274, 76, 350, 0.9, '2023-06-01'),
('2022-06-11', 245971, 104, 38, 142, 228, 86, 314, 0.9, '2023-06-01'),
('2022-06-11', 245871, 292, 153, 445, 192, 51, 243, 0.9, '2023-06-01'),
('2022-06-11', 326932, 300, 10, 310, 112, 34, 146, 0.9, '2023-06-01'),
('2022-06-11', 326327, 295, 187, 482, 122, 34, 156, 0.9, '2023-06-01'),
('2022-06-11', -1, 159, 94, 253, 230, 177, 407, 0.9, '2023-06-01'),
('2022-06-12', 327193, 228, 105, 333, 300, 226, 526, 0.9, '2023-06-01'),
('2022-06-12', 245971, 296, 85, 381, 177, 84, 261, 0.9, '2023-06-01'),
('2022-06-12', 245871, 244, 197, 441, 176, 44, 220, 0.9, '2023-06-01'),
('2022-06-12', 326932, 115, 87, 202, 202, 95, 297, 0.9, '2023-06-01'),
('2022-06-12', 326327, 151, 90, 241, 65, 23, 88, 0.9, '2023-06-01'),
('2022-06-12', -1, 78, 17, 95, 50, 39, 89, 0.9, '2023-06-01'),
('2022-06-13', 327193, 70, 12, 82, 190, 73, 263, 0.9, '2023-06-01'),
('2022-06-13', 245971, 73, 25, 98, 292, 71, 363, 0.9, '2023-06-01'),
('2022-06-13', 245871, 292, 128, 420, 244, 151, 395, 0.9, '2023-06-01'),
('2022-06-13', 326932, 116, 44, 160, 118, 79, 197, 0.9, '2023-06-01'),
('2022-06-13', 326327, 93, 61, 154, 64, 54, 118, 0.9, '2023-06-01'),
('2022-06-13', -1, 188, 54, 242, 233, 105, 338, 0.9, '2023-06-01'),
('2022-06-14', 327193, 256, 58, 314, 133, 41, 174, 0.9, '2023-06-01'),
('2022-06-14', 245971, 264, 151, 415, 165, 10, 175, 0.9, '2023-06-01'),
('2022-06-14', 245871, 58, 25, 83, 206, 179, 385, 0.9, '2023-06-01'),
('2022-06-14', 326932, 221, 68, 289, 238, 202, 440, 0.9, '2023-06-01'),
('2022-06-14', 326327, 282, 225, 507, 69, 57, 126, 0.9, '2023-06-01'),
('2022-06-14', -1, 274, 165, 439, 261, 194, 455, 0.9, '2023-06-01'),
('2022-06-15', 327193, 126, 18, 144, 175, 134, 309, 0.9, '2023-06-01'),
('2022-06-15', 245971, 189, 21, 210, 212, 132, 344, 0.9, '2023-06-01'),
('2022-06-15', 245871, 56, 41, 97, 295, 122, 417, 0.9, '2023-06-01'),
('2022-06-15', 326932, 133, 98, 231, 164, 40, 204, 0.9, '2023-06-01'),
('2022-06-15', 326327, 239, 65, 304, 207, 77, 284, 0.9, '2023-06-01'),
('2022-06-15', -1, 172, 91, 263, 130, 13, 143, 0.9, '2023-06-01'),
('2022-06-16', 327193, 217, 217, 434, 79, 31, 110, 0.9, '2023-06-01'),
('2022-06-16', 245971, 299, 81, 380, 89, 61, 150, 0.9, '2023-06-01'),
('2022-06-16', 245871, 197, 101, 298, 280, 48, 328, 0.9, '2023-06-01'),
('2022-06-16', 326932, 153, 67, 220, 86, 35, 121, 0.9, '2023-06-01'),
('2022-06-16', 326327, 201, 106, 307, 285, 19, 304, 0.9, '2023-06-01'),
('2022-06-16', -1, 244, 205, 449, 138, 114, 252, 0.9, '2023-06-01'),
('2022-06-17', 327193, 93, 78, 171, 96, 48, 144, 0.9, '2023-06-01'),
('2022-06-17', 245971, 123, 98, 221, 204, 32, 236, 0.9, '2023-06-01'),
('2022-06-17', 245871, 179, 42, 221, 113, 58, 171, 0.9, '2023-06-01'),
('2022-06-17', 326932, 79, 62, 141, 278, 171, 449, 0.9, '2023-06-01'),
('2022-06-17', 326327, 154, 151, 305, 207, 123, 330, 0.9, '2023-06-01'),
('2022-06-17', -1, 265, 191, 456, 223, 44, 267, 0.9, '2023-06-01'),
('2022-06-18', 327193, 128, 23, 151, 106, 39, 145, 0.9, '2023-06-01'),
('2022-06-18', 245971, 177, 64, 241, 89, 53, 142, 0.9, '2023-06-01'),
('2022-06-18', 245871, 173, 49, 222, 119, 43, 162, 0.9, '2023-06-01'),
('2022-06-18', 326932, 96, 58, 154, 54, 43, 97, 0.9, '2023-06-01'),
('2022-06-18', 326327, 291, 65, 356, 107, 86, 193, 0.9, '2023-06-01'),
('2022-06-18', -1, 168, 135, 303, 261, 164, 425, 0.9, '2023-06-01'),
('2022-06-19', 327193, 292, 41, 333, 251, 91, 342, 0.9, '2023-06-01'),
('2022-06-19', 245971, 154, 50, 204, 180, 66, 246, 0.9, '2023-06-01'),
('2022-06-19', 245871, 276, 189, 465, 183, 56, 239, 0.9, '2023-06-01'),
('2022-06-19', 326932, 194, 25, 219, 104, 77, 181, 0.9, '2023-06-01'),
('2022-06-19', 326327, 222, 93, 315, 95, 48, 143, 0.9, '2023-06-01'),
('2022-06-19', -1, 125, 22, 147, 265, 65, 330, 0.9, '2023-06-01'),
('2022-06-20', 327193, 50, 48, 98, 183, 123, 306, 0.9, '2023-06-01'),
('2022-06-20', 245971, 276, 219, 495, 112, 41, 153, 0.9, '2023-06-01'),
('2022-06-20', 245871, 228, 104, 332, 150, 98, 248, 0.9, '2023-06-01'),
('2022-06-20', 326932, 192, 154, 346, 116, 19, 135, 0.9, '2023-06-01'),
('2022-06-20', 326327, 136, 63, 199, 199, 98, 297, 0.9, '2023-06-01'),
('2022-06-20', -1, 184, 139, 323, 261, 197, 458, 0.9, '2023-06-01'),
('2022-06-21', 327193, 259, 248, 507, 283, 38, 321, 0.9, '2023-06-01'),
('2022-06-21', 245971, 181, 53, 234, 163, 134, 297, 0.9, '2023-06-01'),
('2022-06-21', 245871, 179, 160, 339, 128, 39, 167, 0.9, '2023-06-01'),
('2022-06-21', 326932, 276, 144, 420, 245, 231, 476, 0.9, '2023-06-01'),
('2022-06-21', 326327, 132, 39, 171, 178, 176, 354, 0.9, '2023-06-01'),
('2022-06-21', -1, 95, 76, 171, 223, 85, 308, 0.9, '2023-06-01'),
('2022-06-22', 327193, 254, 213, 467, 268, 130, 398, 0.9, '2023-06-01'),
('2022-06-22', 245971, 175, 86, 261, 238, 218, 456, 0.9, '2023-06-01'),
('2022-06-22', 245871, 235, 14, 249, 237, 219, 456, 0.9, '2023-06-01'),
('2022-06-22', 326932, 204, 90, 294, 192, 69, 261, 0.9, '2023-06-01'),
('2022-06-22', 326327, 115, 38, 153, 266, 61, 327, 0.9, '2023-06-01'),
('2022-06-22', -1, 297, 262, 559, 176, 97, 273, 0.9, '2023-06-01'),
('2022-06-23', 327193, 69, 51, 120, 85, 57, 142, 0.9, '2023-06-01'),
('2022-06-23', 245971, 116, 99, 215, 172, 33, 205, 0.9, '2023-06-01'),
('2022-06-23', 245871, 135, 103, 238, 226, 15, 241, 0.9, '2023-06-01'),
('2022-06-23', 326932, 267, 23, 290, 258, 33, 291, 0.9, '2023-06-01'),
('2022-06-23', 326327, 61, 55, 116, 190, 95, 285, 0.9, '2023-06-01'),
('2022-06-23', -1, 157, 60, 217, 183, 14, 197, 0.9, '2023-06-01'),
('2022-06-24', 327193, 75, 46, 121, 263, 210, 473, 0.9, '2023-06-01'),
('2022-06-24', 245971, 127, 75, 202, 108, 77, 185, 0.9, '2023-06-01'),
('2022-06-24', 245871, 248, 113, 361, 76, 49, 125, 0.9, '2023-06-01'),
('2022-06-24', 326932, 274, 34, 308, 105, 100, 205, 0.9, '2023-06-01'),
('2022-06-24', 326327, 194, 26, 220, 243, 186, 429, 0.9, '2023-06-01'),
('2022-06-24', -1, 255, 98, 353, 121, 36, 157, 0.9, '2023-06-01'),
('2022-06-25', 327193, 117, 23, 140, 67, 22, 89, 0.9, '2023-06-01'),
('2022-06-25', 245971, 108, 73, 181, 180, 21, 201, 0.9, '2023-06-01'),
('2022-06-25', 245871, 100, 13, 113, 244, 139, 383, 0.9, '2023-06-01'),
('2022-06-25', 326932, 175, 121, 296, 272, 118, 390, 0.9, '2023-06-01'),
('2022-06-25', 326327, 156, 144, 300, 296, 88, 384, 0.9, '2023-06-01'),
('2022-06-25', -1, 155, 82, 237, 153, 95, 248, 0.9, '2023-06-01'),
('2022-06-26', 327193, 158, 56, 214, 217, 79, 296, 0.9, '2023-06-01'),
('2022-06-26', 245971, 187, 98, 285, 258, 51, 309, 0.9, '2023-06-01'),
('2022-06-26', 245871, 111, 111, 222, 153, 127, 280, 0.9, '2023-06-01'),
('2022-06-26', 326932, 247, 35, 282, 112, 17, 129, 0.9, '2023-06-01'),
('2022-06-26', 326327, 71, 52, 123, 215, 32, 247, 0.9, '2023-06-01'),
('2022-06-26', -1, 212, 99, 311, 99, 24, 123, 0.9, '2023-06-01'),
('2022-06-27', 327193, 272, 190, 462, 113, 60, 173, 0.9, '2023-06-01'),
('2022-06-27', 245971, 104, 50, 154, 201, 124, 325, 0.9, '2023-06-01'),
('2022-06-27', 245871, 197, 35, 232, 246, 201, 447, 0.9, '2023-06-01'),
('2022-06-27', 326932, 65, 32, 97, 248, 12, 260, 0.9, '2023-06-01'),
('2022-06-27', 326327, 93, 17, 110, 156, 130, 286, 0.9, '2023-06-01'),
('2022-06-27', -1, 230, 88, 318, 299, 222, 521, 0.9, '2023-06-01'),
('2022-06-28', 327193, 239, 95, 334, 274, 257, 531, 0.9, '2023-06-01'),
('2022-06-28', 245971, 80, 29, 109, 117, 104, 221, 0.9, '2023-06-01'),
('2022-06-28', 245871, 268, 79, 347, 144, 60, 204, 0.9, '2023-06-01'),
('2022-06-28', 326932, 123, 38, 161, 57, 18, 75, 0.9, '2023-06-01'),
('2022-06-28', 326327, 223, 55, 278, 114, 57, 171, 0.9, '2023-06-01'),
('2022-06-28', -1, 78, 18, 96, 92, 14, 106, 0.9, '2023-06-01'),
('2022-06-29', 327193, 243, 145, 388, 121, 17, 138, 0.9, '2023-06-01'),
('2022-06-29', 245971, 80, 26, 106, 219, 68, 287, 0.9, '2023-06-01'),
('2022-06-29', 245871, 190, 113, 303, 276, 63, 339, 0.9, '2023-06-01'),
('2022-06-29', 326932, 129, 80, 209, 291, 21, 312, 0.9, '2023-06-01'),
('2022-06-29', 326327, 225, 42, 267, 288, 161, 449, 0.9, '2023-06-01'),
('2022-06-29', -1, 115, 72, 187, 84, 70, 154, 0.9, '2023-06-01'),
('2022-06-30', 327193, 279, 163, 442, 110, 19, 129, 0.9, '2023-06-01'),
('2022-06-30', 245971, 223, 134, 357, 153, 87, 240, 0.9, '2023-06-01'),
('2022-06-30', 245871, 125, 14, 139, 229, 158, 387, 0.9, '2023-06-01'),
('2022-06-30', 326932, 130, 130, 260, 258, 97, 355, 0.9, '2023-06-01'),
('2022-06-30', 326327, 98, 30, 128, 88, 40, 128, 0.9, '2023-06-01'),
('2022-06-30', -1, 295, 76, 371, 275, 183, 458, 0.9, '2023-06-01'),
('2022-07-01', 327193, 291, 193, 484, 249, 99, 348, 0.9, '2023-06-01'),
('2022-07-01', 245971, 195, 193, 388, 180, 177, 357, 0.9, '2023-06-01'),
('2022-07-01', 245871, 271, 99, 370, 54, 51, 105, 0.9, '2023-06-01'),
('2022-07-01', 326932, 215, 60, 275, 88, 54, 142, 0.9, '2023-06-01'),
('2022-07-01', 326327, 206, 139, 345, 62, 28, 90, 0.9, '2023-06-01'),
('2022-07-01', -1, 82, 52, 134, 238, 12, 250, 0.9, '2023-06-01'),
('2022-07-02', 327193, 268, 147, 415, 68, 28, 96, 0.9, '2023-06-01'),
('2022-07-02', 245971, 84, 26, 110, 232, 130, 362, 0.9, '2023-06-01'),
('2022-07-02', 245871, 274, 274, 548, 59, 46, 105, 0.9, '2023-06-01'),
('2022-07-02', 326932, 214, 39, 253, 236, 51, 287, 0.9, '2023-06-01'),
('2022-07-02', 326327, 260, 24, 284, 287, 234, 521, 0.9, '2023-06-01'),
('2022-07-02', -1, 84, 27, 111, 81, 39, 120, 0.9, '2023-06-01'),
('2022-07-03', 327193, 265, 124, 389, 172, 166, 338, 0.9, '2023-06-01'),
('2022-07-03', 245971, 265, 257, 522, 284, 15, 299, 0.9, '2023-06-01'),
('2022-07-03', 245871, 99, 72, 171, 133, 42, 175, 0.9, '2023-06-01'),
('2022-07-03', 326932, 79, 20, 99, 123, 123, 246, 0.9, '2023-06-01'),
('2022-07-03', 326327, 155, 107, 262, 56, 45, 101, 0.9, '2023-06-01'),
('2022-07-03', -1, 181, 17, 198, 118, 11, 129, 0.9, '2023-06-01'),
('2022-07-04', 327193, 227, 94, 321, 194, 33, 227, 0.9, '2023-06-01'),
('2022-07-04', 245971, 175, 74, 249, 225, 16, 241, 0.9, '2023-06-01'),
('2022-07-04', 245871, 59, 10, 69, 269, 220, 489, 0.9, '2023-06-01'),
('2022-07-04', 326932, 166, 102, 268, 175, 46, 221, 0.9, '2023-06-01'),
('2022-07-04', 326327, 196, 146, 342, 109, 101, 210, 0.9, '2023-06-01'),
('2022-07-04', -1, 61, 24, 85, 203, 132, 335, 0.9, '2023-06-01'),
('2022-07-05', 327193, 169, 143, 312, 242, 148, 390, 0.9, '2023-06-01'),
('2022-07-05', 245971, 297, 80, 377, 258, 64, 322, 0.9, '2023-06-01'),
('2022-07-05', 245871, 95, 59, 154, 198, 14, 212, 0.9, '2023-06-01'),
('2022-07-05', 326932, 183, 23, 206, 101, 16, 117, 0.9, '2023-06-01'),
('2022-07-05', 326327, 199, 30, 229, 179, 58, 237, 0.9, '2023-06-01'),
('2022-07-05', -1, 58, 30, 88, 269, 59, 328, 0.9, '2023-06-01'),
('2022-07-06', 327193, 87, 24, 111, 94, 69, 163, 0.9, '2023-06-01'),
('2022-07-06', 245971, 165, 115, 280, 283, 127, 410, 0.9, '2023-06-01'),
('2022-07-06', 245871, 248, 15, 263, 116, 19, 135, 0.9, '2023-06-01'),
('2022-07-06', 326932, 232, 32, 264, 188, 182, 370, 0.9, '2023-06-01'),
('2022-07-06', 326327, 142, 20, 162, 218, 49, 267, 0.9, '2023-06-01'),
('2022-07-06', -1, 79, 35, 114, 227, 121, 348, 0.9, '2023-06-01'),
('2022-07-07', 327193, 269, 260, 529, 114, 49, 163, 0.9, '2023-06-01'),
('2022-07-07', 245971, 69, 54, 123, 178, 173, 351, 0.9, '2023-06-01'),
('2022-07-07', 245871, 189, 160, 349, 233, 28, 261, 0.9, '2023-06-01'),
('2022-07-07', 326932, 264, 111, 375, 237, 58, 295, 0.9, '2023-06-01'),
('2022-07-07', 326327, 88, 67, 155, 242, 213, 455, 0.9, '2023-06-01'),
('2022-07-07', -1, 60, 18, 78, 51, 11, 62, 0.9, '2023-06-01'),
('2022-07-08', 327193, 67, 12, 79, 109, 99, 208, 0.9, '2023-06-01'),
('2022-07-08', 245971, 216, 176, 392, 53, 46, 99, 0.9, '2023-06-01'),
('2022-07-08', 245871, 298, 194, 492, 174, 53, 227, 0.9, '2023-06-01'),
('2022-07-08', 326932, 207, 128, 335, 269, 144, 413, 0.9, '2023-06-01'),
('2022-07-08', 326327, 295, 139, 434, 198, 30, 228, 0.9, '2023-06-01'),
('2022-07-08', -1, 213, 208, 421, 150, 108, 258, 0.9, '2023-06-01'),
('2022-07-09', 327193, 108, 17, 125, 287, 247, 534, 0.9, '2023-06-01'),
('2022-07-09', 245971, 80, 26, 106, 105, 64, 169, 0.9, '2023-06-01'),
('2022-07-09', 245871, 259, 200, 459, 249, 169, 418, 0.9, '2023-06-01'),
('2022-07-09', 326932, 288, 51, 339, 103, 71, 174, 0.9, '2023-06-01'),
('2022-07-09', 326327, 151, 131, 282, 95, 63, 158, 0.9, '2023-06-01'),
('2022-07-09', -1, 187, 88, 275, 133, 122, 255, 0.9, '2023-06-01'),
('2022-07-10', 327193, 103, 77, 180, 187, 153, 340, 0.9, '2023-06-01'),
('2022-07-10', 245971, 64, 60, 124, 85, 81, 166, 0.9, '2023-06-01'),
('2022-07-10', 245871, 160, 150, 310, 163, 158, 321, 0.9, '2023-06-01'),
('2022-07-10', 326932, 207, 135, 342, 68, 18, 86, 0.9, '2023-06-01'),
('2022-07-10', 326327, 212, 69, 281, 175, 164, 339, 0.9, '2023-06-01'),
('2022-07-10', -1, 250, 72, 322, 128, 128, 256, 0.9, '2023-06-01'),
('2022-07-11', 327193, 202, 52, 254, 149, 66, 215, 0.9, '2023-06-01'),
('2022-07-11', 245971, 275, 60, 335, 142, 61, 203, 0.9, '2023-06-01'),
('2022-07-11', 245871, 50, 20, 70, 250, 82, 332, 0.9, '2023-06-01'),
('2022-07-11', 326932, 93, 92, 185, 276, 82, 358, 0.9, '2023-06-01'),
('2022-07-11', 326327, 104, 100, 204, 290, 41, 331, 0.9, '2023-06-01'),
('2022-07-11', -1, 249, 116, 365, 278, 226, 504, 0.9, '2023-06-01'),
('2022-07-12', 327193, 76, 11, 87, 89, 13, 102, 0.9, '2023-06-01'),
('2022-07-12', 245971, 262, 188, 450, 202, 200, 402, 0.9, '2023-06-01'),
('2022-07-12', 245871, 142, 91, 233, 228, 173, 401, 0.9, '2023-06-01'),
('2022-07-12', 326932, 226, 213, 439, 280, 73, 353, 0.9, '2023-06-01'),
('2022-07-12', 326327, 138, 116, 254, 274, 145, 419, 0.9, '2023-06-01'),
('2022-07-12', -1, 197, 46, 243, 149, 83, 232, 0.9, '2023-06-01'),
('2022-07-13', 327193, 237, 91, 328, 125, 90, 215, 0.9, '2023-06-01'),
('2022-07-13', 245971, 209, 11, 220, 207, 184, 391, 0.9, '2023-06-01'),
('2022-07-13', 245871, 290, 238, 528, 123, 20, 143, 0.9, '2023-06-01'),
('2022-07-13', 326932, 222, 191, 413, 202, 181, 383, 0.9, '2023-06-01'),
('2022-07-13', 326327, 137, 54, 191, 196, 56, 252, 0.9, '2023-06-01'),
('2022-07-13', -1, 212, 183, 395, 161, 30, 191, 0.9, '2023-06-01'),
('2022-07-14', 327193, 151, 103, 254, 89, 85, 174, 0.9, '2023-06-01'),
('2022-07-14', 245971, 258, 59, 317, 172, 29, 201, 0.9, '2023-06-01'),
('2022-07-14', 245871, 80, 62, 142, 143, 32, 175, 0.9, '2023-06-01'),
('2022-07-14', 326932, 73, 21, 94, 242, 199, 441, 0.9, '2023-06-01'),
('2022-07-14', 326327, 245, 230, 475, 93, 74, 167, 0.9, '2023-06-01'),
('2022-07-14', -1, 182, 108, 290, 254, 24, 278, 0.9, '2023-06-01'),
('2022-07-15', 327193, 269, 44, 313, 257, 229, 486, 0.9, '2023-06-01'),
('2022-07-15', 245971, 158, 91, 249, 192, 116, 308, 0.9, '2023-06-01'),
('2022-07-15', 245871, 179, 146, 325, 285, 191, 476, 0.9, '2023-06-01'),
('2022-07-15', 326932, 248, 94, 342, 110, 100, 210, 0.9, '2023-06-01'),
('2022-07-15', 326327, 101, 10, 111, 295, 23, 318, 0.9, '2023-06-01'),
('2022-07-15', -1, 204, 163, 367, 67, 40, 107, 0.9, '2023-06-01'),
('2022-07-16', 327193, 233, 152, 385, 247, 101, 348, 0.9, '2023-06-01'),
('2022-07-16', 245971, 253, 191, 444, 100, 85, 185, 0.9, '2023-06-01'),
('2022-07-16', 245871, 139, 13, 152, 279, 275, 554, 0.9, '2023-06-01'),
('2022-07-16', 326932, 107, 101, 208, 264, 54, 318, 0.9, '2023-06-01'),
('2022-07-16', 326327, 249, 73, 322, 125, 37, 162, 0.9, '2023-06-01'),
('2022-07-16', -1, 82, 54, 136, 95, 80, 175, 0.9, '2023-06-01'),
('2022-07-17', 327193, 148, 28, 176, 165, 50, 215, 0.9, '2023-06-01'),
('2022-07-17', 245971, 169, 135, 304, 163, 129, 292, 0.9, '2023-06-01'),
('2022-07-17', 245871, 275, 54, 329, 282, 121, 403, 0.9, '2023-06-01'),
('2022-07-17', 326932, 162, 72, 234, 269, 159, 428, 0.9, '2023-06-01'),
('2022-07-17', 326327, 233, 21, 254, 250, 150, 400, 0.9, '2023-06-01'),
('2022-07-17', -1, 61, 46, 107, 102, 87, 189, 0.9, '2023-06-01'),
('2022-07-18', 327193, 287, 102, 389, 279, 125, 404, 0.9, '2023-06-01'),
('2022-07-18', 245971, 197, 104, 301, 71, 48, 119, 0.9, '2023-06-01'),
('2022-07-18', 245871, 182, 171, 353, 228, 125, 353, 0.9, '2023-06-01'),
('2022-07-18', 326932, 138, 136, 274, 283, 101, 384, 0.9, '2023-06-01'),
('2022-07-18', 326327, 56, 29, 85, 102, 84, 186, 0.9, '2023-06-01'),
('2022-07-18', -1, 287, 232, 519, 267, 176, 443, 0.9, '2023-06-01'),
('2022-07-19', 327193, 107, 15, 122, 93, 34, 127, 0.9, '2023-06-01'),
('2022-07-19', 245971, 135, 35, 170, 230, 229, 459, 0.9, '2023-06-01'),
('2022-07-19', 245871, 191, 153, 344, 255, 187, 442, 0.9, '2023-06-01'),
('2022-07-19', 326932, 75, 34, 109, 152, 82, 234, 0.9, '2023-06-01'),
('2022-07-19', 326327, 176, 21, 197, 208, 48, 256, 0.9, '2023-06-01'),
('2022-07-19', -1, 132, 106, 238, 291, 152, 443, 0.9, '2023-06-01'),
('2022-07-20', 327193, 113, 26, 139, 134, 20, 154, 0.9, '2023-06-01'),
('2022-07-20', 245971, 77, 56, 133, 291, 37, 328, 0.9, '2023-06-01'),
('2022-07-20', 245871, 130, 41, 171, 75, 51, 126, 0.9, '2023-06-01'),
('2022-07-20', 326932, 237, 125, 362, 144, 140, 284, 0.9, '2023-06-01'),
('2022-07-20', 326327, 223, 74, 297, 189, 70, 259, 0.9, '2023-06-01'),
('2022-07-20', -1, 175, 83, 258, 113, 40, 153, 0.9, '2023-06-01'),
('2022-07-21', 327193, 195, 114, 309, 216, 153, 369, 0.9, '2023-06-01'),
('2022-07-21', 245971, 91, 69, 160, 148, 75, 223, 0.9, '2023-06-01'),
('2022-07-21', 245871, 170, 148, 318, 167, 147, 314, 0.9, '2023-06-01'),
('2022-07-21', 326932, 116, 59, 175, 255, 198, 453, 0.9, '2023-06-01'),
('2022-07-21', 326327, 294, 158, 452, 159, 148, 307, 0.9, '2023-06-01'),
('2022-07-21', -1, 62, 46, 108, 252, 190, 442, 0.9, '2023-06-01'),
('2022-07-22', 327193, 243, 115, 358, 151, 115, 266, 0.9, '2023-06-01'),
('2022-07-22', 245971, 173, 140, 313, 270, 209, 479, 0.9, '2023-06-01'),
('2022-07-22', 245871, 272, 266, 538, 92, 21, 113, 0.9, '2023-06-01'),
('2022-07-22', 326932, 184, 104, 288, 201, 129, 330, 0.9, '2023-06-01'),
('2022-07-22', 326327, 281, 98, 379, 130, 93, 223, 0.9, '2023-06-01'),
('2022-07-22', -1, 122, 101, 223, 110, 87, 197, 0.9, '2023-06-01'),
('2022-07-23', 327193, 122, 77, 199, 249, 58, 307, 0.9, '2023-06-01'),
('2022-07-23', 245971, 130, 69, 199, 243, 181, 424, 0.9, '2023-06-01'),
('2022-07-23', 245871, 139, 52, 191, 64, 39, 103, 0.9, '2023-06-01'),
('2022-07-23', 326932, 87, 64, 151, 239, 125, 364, 0.9, '2023-06-01'),
('2022-07-23', 326327, 261, 153, 414, 105, 96, 201, 0.9, '2023-06-01'),
('2022-07-23', -1, 252, 206, 458, 245, 134, 379, 0.9, '2023-06-01'),
('2022-07-24', 327193, 134, 60, 194, 269, 227, 496, 0.9, '2023-06-01'),
('2022-07-24', 245971, 299, 29, 328, 295, 23, 318, 0.9, '2023-06-01'),
('2022-07-24', 245871, 63, 35, 98, 157, 45, 202, 0.9, '2023-06-01'),
('2022-07-24', 326932, 285, 179, 464, 119, 59, 178, 0.9, '2023-06-01'),
('2022-07-24', 326327, 50, 38, 88, 288, 108, 396, 0.9, '2023-06-01'),
('2022-07-24', -1, 83, 59, 142, 127, 30, 157, 0.9, '2023-06-01'),
('2022-07-25', 327193, 212, 128, 340, 169, 146, 315, 0.9, '2023-06-01'),
('2022-07-25', 245971, 141, 24, 165, 133, 26, 159, 0.9, '2023-06-01'),
('2022-07-25', 245871, 291, 224, 515, 126, 57, 183, 0.9, '2023-06-01'),
('2022-07-25', 326932, 56, 38, 94, 111, 46, 157, 0.9, '2023-06-01'),
('2022-07-25', 326327, 273, 23, 296, 237, 124, 361, 0.9, '2023-06-01'),
('2022-07-25', -1, 202, 152, 354, 135, 28, 163, 0.9, '2023-06-01'),
('2022-07-26', 327193, 236, 183, 419, 173, 79, 252, 0.9, '2023-06-01'),
('2022-07-26', 245971, 131, 74, 205, 177, 75, 252, 0.9, '2023-06-01'),
('2022-07-26', 245871, 85, 84, 169, 192, 68, 260, 0.9, '2023-06-01'),
('2022-07-26', 326932, 224, 123, 347, 268, 201, 469, 0.9, '2023-06-01'),
('2022-07-26', 326327, 181, 130, 311, 260, 16, 276, 0.9, '2023-06-01'),
('2022-07-26', -1, 207, 53, 260, 218, 150, 368, 0.9, '2023-06-01'),
('2022-07-27', 327193, 60, 42, 102, 50, 44, 94, 0.9, '2023-06-01'),
('2022-07-27', 245971, 207, 32, 239, 231, 99, 330, 0.9, '2023-06-01'),
('2022-07-27', 245871, 175, 96, 271, 239, 98, 337, 0.9, '2023-06-01'),
('2022-07-27', 326932, 117, 108, 225, 191, 123, 314, 0.9, '2023-06-01'),
('2022-07-27', 326327, 177, 153, 330, 155, 86, 241, 0.9, '2023-06-01'),
('2022-07-27', -1, 152, 34, 186, 229, 125, 354, 0.9, '2023-06-01'),
('2022-07-28', 327193, 268, 70, 338, 145, 102, 247, 0.9, '2023-06-01'),
('2022-07-28', 245971, 159, 156, 315, 157, 42, 199, 0.9, '2023-06-01'),
('2022-07-28', 245871, 109, 76, 185, 188, 22, 210, 0.9, '2023-06-01'),
('2022-07-28', 326932, 84, 26, 110, 93, 47, 140, 0.9, '2023-06-01'),
('2022-07-28', 326327, 89, 79, 168, 276, 185, 461, 0.9, '2023-06-01'),
('2022-07-28', -1, 256, 181, 437, 143, 20, 163, 0.9, '2023-06-01'),
('2022-07-29', 327193, 230, 63, 293, 280, 81, 361, 0.9, '2023-06-01'),
('2022-07-29', 245971, 196, 116, 312, 255, 255, 510, 0.9, '2023-06-01'),
('2022-07-29', 245871, 234, 194, 428, 256, 188, 444, 0.9, '2023-06-01'),
('2022-07-29', 326932, 167, 124, 291, 263, 71, 334, 0.9, '2023-06-01'),
('2022-07-29', 326327, 247, 169, 416, 287, 172, 459, 0.9, '2023-06-01'),
('2022-07-29', -1, 227, 157, 384, 138, 104, 242, 0.9, '2023-06-01'),
('2022-07-30', 327193, 300, 89, 389, 273, 102, 375, 0.9, '2023-06-01'),
('2022-07-30', 245971, 171, 136, 307, 96, 94, 190, 0.9, '2023-06-01'),
('2022-07-30', 245871, 258, 95, 353, 108, 108, 216, 0.9, '2023-06-01'),
