INSERT INTO `lucky_cooperation`.`t_actuality_cup_total_week` (`week_id`, `wh_dept_id`, `type`, `cup_amount`, `create_user`, `create_time`, `update_user`, `update_time`) VALUES 
('62', '327193', '20', 19.55553709599857, 1, '2023-06-01', 1, '2023-06-01'),
('63', '327193', '20', 7.4097763590393795, 1, '2023-06-01', 1, '2023-06-01'),
('64', '327193', '20', 9.076215916106962, 1, '2023-06-01', 1, '2023-06-01'),
('65', '327193', '20', 15.612142707063137, 1, '2023-06-01', 1, '2023-06-01'),
('66', '327193', '20', 10.747146783216943, 1, '2023-06-01', 1, '2023-06-01'),
('67', '327193', '20', 14.885266192104531, 1, '2023-06-01', 1, '2023-06-01'),
('68', '327193', '20', 8.727987528363839, 1, '2023-06-01', 1, '2023-06-01'),
('69', '327193', '20', 19.205694561052198, 1, '2023-06-01', 1, '2023-06-01'),
('70', '327193', '20', 14.616732028212793, 1, '2023-06-01', 1, '2023-06-01'),
('71', '327193', '20', 13.279968514695934, 1, '2023-06-01', 1, '2023-06-01'),
('72', '327193', '20', 0.20381804199549602, 1, '2023-06-01', 1, '2023-06-01'),
('73', '327193', '20', 14.978627656772067, 1, '2023-06-01', 1, '2023-06-01'),
('74', '327193', '20', 16.01688716759345, 1, '2023-06-01', 1, '2023-06-01'),
('75', '327193', '20', 16.23801769860844, 1, '2023-06-01', 1, '2023-06-01'),
('76', '327193', '20', 10.974367848934394, 1, '2023-06-01', 1, '2023-06-01'),
('77', '327193', '20', 10.298950502366647, 1, '2023-06-01', 1, '2023-06-01'),
('78', '327193', '20', 7.757696454814091, 1, '2023-06-01', 1, '2023-06-01'),
('79', '327193', '20', 18.37908201739505, 1, '2023-06-01', 1, '2023-06-01'),
('80', '327193', '20', 13.150030752461054, 1, '2023-06-01', 1, '2023-06-01'),
('81', '327193', '20', 12.378424405840258, 1, '2023-06-01', 1, '2023-06-01'),
('82', '327193', '20', 3.508363230000233, 1, '2023-06-01', 1, '2023-06-01'),
('83', '327193', '20', 9.51541731031655, 1, '2023-06-01', 1, '2023-06-01'),
('84', '327193', '20', 7.396013164564586, 1, '2023-06-01', 1, '2023-06-01'),
('85', '327193', '20', 5.847499360937885, 1, '2023-06-01', 1, '2023-06-01'),
('86', '327193', '20', 9.22558117170279, 1, '2023-06-01', 1, '2023-06-01'),
('87', '327193', '20', 12.604741759983266, 1, '2023-06-01', 1, '2023-06-01'),
('88', '327193', '20', 16.261196422208474, 1, '2023-06-01', 1, '2023-06-01'),
('89', '327193', '20', 8.593391812623228, 1, '2023-06-01', 1, '2023-06-01'),
('90', '327193', '20', 1.9711994921784948, 1, '2023-06-01', 1, '2023-06-01'),
('91', '327193', '20', 10.513496591562511, 1, '2023-06-01', 1, '2023-06-01'),
('92', '327193', '20', 17.43785492320917, 1, '2023-06-01', 1, '2023-06-01'),
('93', '327193', '20', 2.106110053982726, 1, '2023-06-01', 1, '2023-06-01'),
('94', '327193', '20', 17.920019269679234, 1, '2023-06-01', 1, '2023-06-01'),
('95', '327193', '20', 10.218151320156036, 1, '2023-06-01', 1, '2023-06-01'),
('96', '327193', '20', 5.537279390820606, 1, '2023-06-01', 1, '2023-06-01'),
('97', '327193', '20', 5.551882935959269, 1, '2023-06-01', 1, '2023-06-01'),
('98', '327193', '20', 6.096370315083231, 1, '2023-06-01', 1, '2023-06-01'),
('2', '245971', '20', 14.958089099449627, 1, '2023-06-01', 1, '2023-06-01'),
('3', '245971', '20', 16.85011034572515, 1, '2023-06-01', 1, '2023-06-01'),
('4', '245971', '20', 13.955564725820492, 1, '2023-06-01', 1, '2023-06-01'),
('5', '245971', '20', 7.1890186147030395, 1, '2023-06-01', 1, '2023-06-01'),
('6', '245971', '20', 7.905491800011648, 1, '2023-06-01', 1, '2023-06-01'),
('7', '245971', '20', 11.953054740019876, 1, '2023-06-01', 1, '2023-06-01'),
('8', '245971', '20', 2.4408849723791537, 1, '2023-06-01', 1, '2023-06-01'),
('9', '245971', '20', 13.023885445821277, 1, '2023-06-01', 1, '2023-06-01'),
('10', '245971', '20', 4.596073472382849, 1, '2023-06-01', 1, '2023-06-01'),
('11', '245971', '20', 0.20098369587336684, 1, '2023-06-01', 1, '2023-06-01'),
('12', '245971', '20', 14.48421256701151, 1, '2023-06-01', 1, '2023-06-01'),
('13', '245971', '20', 1.884486453810963, 1, '2023-06-01', 1, '2023-06-01'),
('14', '245971', '20', 17.295387017997438, 1, '2023-06-01', 1, '2023-06-01'),
('15', '245971', '20', 2.834511018798904, 1, '2023-06-01', 1, '2023-06-01'),
('16', '245971', '20', 12.384343464996183, 1, '2023-06-01', 1, '2023-06-01'),
('17', '245971', '20', 7.081792819812966, 1, '2023-06-01', 1, '2023-06-01'),
('18', '245971', '20', 18.689187360865546, 1, '2023-06-01', 1, '2023-06-01'),
('19', '245971', '20', 5.23708461081855, 1, '2023-06-01', 1, '2023-06-01'),
('20', '245971', '20', 14.201102840830043, 1, '2023-06-01', 1, '2023-06-01'),
('21', '245971', '20', 4.260110683406133, 1, '2023-06-01', 1, '2023-06-01'),
('22', '245971', '20', 16.73891350794024, 1, '2023-06-01', 1, '2023-06-01'),
('23', '245971', '20', 12.354010901507472, 1, '2023-06-01', 1, '2023-06-01'),
('24', '245971', '20', 11.102936665967675, 1, '2023-06-01', 1, '2023-06-01'),
('25', '245971', '20', 18.107739007423074, 1, '2023-06-01', 1, '2023-06-01'),
('26', '245971', '20', 2.1912034674153613, 1, '2023-06-01', 1, '2023-06-01'),
('27', '245971', '20', 3.948857710876146, 1, '2023-06-01', 1, '2023-06-01'),
('28', '245971', '20', 12.714176810934642, 1, '2023-06-01', 1, '2023-06-01'),
('29', '245971', '20', 18.088739821434498, 1, '2023-06-01', 1, '2023-06-01'),
('30', '245971', '20', 7.804142406114021, 1, '2023-06-01', 1, '2023-06-01'),
('31', '245971', '20', 19.432437946130946, 1, '2023-06-01', 1, '2023-06-01'),
('32', '245971', '20', 0.008904700855576486, 1, '2023-06-01', 1, '2023-06-01'),
('33', '245971', '20', 16.242157536420716, 1, '2023-06-01', 1, '2023-06-01'),
('34', '245971', '20', 5.016995086690654, 1, '2023-06-01', 1, '2023-06-01'),
('35', '245971', '20', 3.8446498697211084, 1, '2023-06-01', 1, '2023-06-01'),
('36', '245971', '20', 2.4715771780065188, 1, '2023-06-01', 1, '2023-06-01'),
('37', '245971', '20', 15.042913889674196, 1, '2023-06-01', 1, '2023-06-01'),
('38', '245971', '20', 0.11561731495321359, 1, '2023-06-01', 1, '2023-06-01'),
('39', '245971', '20', 11.21263039158189, 1, '2023-06-01', 1, '2023-06-01'),
('40', '245971', '20', 11.445908922182555, 1, '2023-06-01', 1, '2023-06-01'),
('41', '245971', '20', 5.9562698688058795, 1, '2023-06-01', 1, '2023-06-01'),
('42', '245971', '20', 19.127770050641214, 1, '2023-06-01', 1, '2023-06-01'),
('43', '245971', '20', 14.628485525170591, 1, '2023-06-01', 1, '2023-06-01'),
('44', '245971', '20', 12.015481040621303, 1, '2023-06-01', 1, '2023-06-01'),
('45', '245971', '20', 8.454918386872341, 1, '2023-06-01', 1, '2023-06-01'),
('46', '245971', '20', 19.846209828896534, 1, '2023-06-01', 1, '2023-06-01'),
('47', '245971', '20', 9.611948697985506, 1, '2023-06-01', 1, '2023-06-01'),
('48', '245971', '20', 3.214207449445603, 1, '2023-06-01', 1, '2023-06-01'),
('49', '245971', '20', 5.8337782388607025, 1, '2023-06-01', 1, '2023-06-01'),
('50', '245971', '20', 16.529088343014724, 1, '2023-06-01', 1, '2023-06-01'),
('51', '245971', '20', 10.010826091826914, 1, '2023-06-01', 1, '2023-06-01'),
('52', '245971', '20', 7.108659209508286, 1, '2023-06-01', 1, '2023-06-01'),
('53', '245971', '20', 16.190200899715933, 1, '2023-06-01', 1, '2023-06-01'),
('54', '245971', '20', 10.799838872761327, 1, '2023-06-01', 1, '2023-06-01'),
('55', '245971', '20', 19.02406019050231, 1, '2023-06-01', 1, '2023-06-01'),
('56', '245971', '20', 2.6424365624522728, 1, '2023-06-01', 1, '2023-06-01'),
('57', '245971', '20', 10.340535430086478, 1, '2023-06-01', 1, '2023-06-01'),
('58', '245971', '20', 7.201608185567889, 1, '2023-06-01', 1, '2023-06-01'),
('59', '245971', '20', 4.070586243050256, 1, '2023-06-01', 1, '2023-06-01'),
('60', '245971', '20', 6.5937162687423445, 1, '2023-06-01', 1, '2023-06-01'),
('61', '245971', '20', 0.5827457554023141, 1, '2023-06-01', 1, '2023-06-01'),
('62', '245971', '20', 5.439697601365905, 1, '2023-06-01', 1, '2023-06-01'),
('63', '245971', '20', 12.383899294777965, 1, '2023-06-01', 1, '2023-06-01'),
('64', '245971', '20', 3.085723673777674, 1, '2023-06-01', 1, '2023-06-01'),
('65', '245971', '20', 16.50964474576563, 1, '2023-06-01', 1, '2023-06-01'),
('66', '245971', '20', 15.67884627250093, 1, '2023-06-01', 1, '2023-06-01'),
('67', '245971', '20', 7.3644616341601115, 1, '2023-06-01', 1, '2023-06-01'),
('68', '245971', '20', 12.01928814081181, 1, '2023-06-01', 1, '2023-06-01'),
('69', '245971', '20', 3.9250792102589838, 1, '2023-06-01', 1, '2023-06-01'),
('70', '245971', '20', 15.215604852644635, 1, '2023-06-01', 1, '2023-06-01'),
('71', '245971', '20', 2.276786207084227, 1, '2023-06-01', 1, '2023-06-01'),
('72', '245971', '20', 3.0374311685841304, 1, '2023-06-01', 1, '2023-06-01'),
('73', '245971', '20', 17.923869286554, 1, '2023-06-01', 1, '2023-06-01'),
('74', '245971', '20', 13.420533777967002, 1, '2023-06-01', 1, '2023-06-01'),
('75', '245971', '20', 11.60325608711659, 1, '2023-06-01', 1, '2023-06-01'),
('76', '245971', '20', 13.30777265462357, 1, '2023-06-01', 1, '2023-06-01'),
('77', '245971', '20', 8.048221019327537, 1, '2023-06-01', 1, '2023-06-01'),
('78', '245971', '20', 5.232752506433589, 1, '2023-06-01', 1, '2023-06-01'),
('79', '245971', '20', 10.923819499301848, 1, '2023-06-01', 1, '2023-06-01'),
('80', '245971', '20', 2.7388549432178233, 1, '2023-06-01', 1, '2023-06-01'),
('81', '245971', '20', 0.5303415350010288, 1, '2023-06-01', 1, '2023-06-01'),
('82', '245971', '20', 14.205031073372794, 1, '2023-06-01', 1, '2023-06-01'),
('83', '245971', '20', 14.364144236280396, 1, '2023-06-01', 1, '2023-06-01'),
('84', '245971', '20', 15.681939296183325, 1, '2023-06-01', 1, '2023-06-01'),
('85', '245971', '20', 12.446328025311306, 1, '2023-06-01', 1, '2023-06-01'),
('86', '245971', '20', 4.261237939455265, 1, '2023-06-01', 1, '2023-06-01'),
('87', '245971', '20', 1.374472304817378, 1, '2023-06-01', 1, '2023-06-01'),
('88', '245971', '20', 3.229489749563239, 1, '2023-06-01', 1, '2023-06-01'),
('89', '245971', '20', 6.433755175646998, 1, '2023-06-01', 1, '2023-06-01'),
('90', '245971', '20', 0.053006595686260205, 1, '2023-06-01', 1, '2023-06-01'),
('91', '245971', '20', 17.678618566855917, 1, '2023-06-01', 1, '2023-06-01'),
('92', '245971', '20', 4.7452840870403605, 1, '2023-06-01', 1, '2023-06-01'),
('93', '245971', '20', 5.404221006286982, 1, '2023-06-01', 1, '2023-06-01'),
('94', '245971', '20', 19.920514882796216, 1, '2023-06-01', 1, '2023-06-01'),
('95', '245971', '20', 4.719244914539507, 1, '2023-06-01', 1, '2023-06-01'),
('96', '245971', '20', 2.7557653828160955, 1, '2023-06-01', 1, '2023-06-01'),
('97', '245971', '20', 7.794618303562246, 1, '2023-06-01', 1, '2023-06-01'),
('98', '245971', '20', 9.693638960023867, 1, '2023-06-01', 1, '2023-06-01'),
('2', '245871', '20', 19.171871714767967, 1, '2023-06-01', 1, '2023-06-01'),
('3', '245871', '20', 15.233840981869687, 1, '2023-06-01', 1, '2023-06-01'),
('4', '245871', '20', 18.29398739629017, 1, '2023-06-01', 1, '2023-06-01'),
('5', '245871', '20', 9.35585299552609, 1, '2023-06-01', 1, '2023-06-01'),
('6', '245871', '20', 8.111704980467882, 1, '2023-06-01', 1, '2023-06-01'),
('7', '245871', '20', 12.996718376195917, 1, '2023-06-01', 1, '2023-06-01'),
('8', '245871', '20', 10.585194886391456, 1, '2023-06-01', 1, '2023-06-01'),
('9', '245871', '20', 9.544763687166324, 1, '2023-06-01', 1, '2023-06-01'),
('10', '245871', '20', 2.6425394358955834, 1, '2023-06-01', 1, '2023-06-01'),
('11', '245871', '20', 13.493090741240316, 1, '2023-06-01', 1, '2023-06-01'),
('12', '245871', '20', 6.09445404969814, 1, '2023-06-01', 1, '2023-06-01'),
('13', '245871', '20', 17.175686432111593, 1, '2023-06-01', 1, '2023-06-01'),
('14', '245871', '20', 6.693175158501258, 1, '2023-06-01', 1, '2023-06-01'),
('15', '245871', '20', 3.3388216686289796, 1, '2023-06-01', 1, '2023-06-01'),
('16', '245871', '20', 9.183712021798689, 1, '2023-06-01', 1, '2023-06-01'),
('17', '245871', '20', 0.327264229878621, 1, '2023-06-01', 1, '2023-06-01'),
('18', '245871', '20', 12.501828237253916, 1, '2023-06-01', 1, '2023-06-01'),
('19', '245871', '20', 0.00494394471316939, 1, '2023-06-01', 1, '2023-06-01'),
('20', '245871', '20', 12.495104054757562, 1, '2023-06-01', 1, '2023-06-01'),
('21', '245871', '20', 18.92547498651072, 1, '2023-06-01', 1, '2023-06-01'),
('22', '245871', '20', 9.00239619968035, 1, '2023-06-01', 1, '2023-06-01'),
('23', '245871', '20', 17.182453005063376, 1, '2023-06-01', 1, '2023-06-01'),
('24', '245871', '20', 19.946763379004715, 1, '2023-06-01', 1, '2023-06-01'),
('25', '245871', '20', 16.461067110922002, 1, '2023-06-01', 1, '2023-06-01'),
('26', '245871', '20', 9.149070551472814, 1, '2023-06-01', 1, '2023-06-01'),
('27', '245871', '20', 4.6093026344166965, 1, '2023-06-01', 1, '2023-06-01'),
('28', '245871', '20', 15.81221411985342, 1, '2023-06-01', 1, '2023-06-01'),
('29', '245871', '20', 12.500074515182222, 1, '2023-06-01', 1, '2023-06-01'),
('30', '245871', '20', 13.781483398114995, 1, '2023-06-01', 1, '2023-06-01'),
('31', '245871', '20', 17.952182547646803, 1, '2023-06-01', 1, '2023-06-01'),
('32', '245871', '20', 13.141073395831551, 1, '2023-06-01', 1, '2023-06-01'),
('33', '245871', '20', 18.248413311623317, 1, '2023-06-01', 1, '2023-06-01'),
('34', '245871', '20', 7.0416354860279196, 1, '2023-06-01', 1, '2023-06-01'),
('35', '245871', '20', 2.6651048511835618, 1, '2023-06-01', 1, '2023-06-01'),
('36', '245871', '20', 10.548863911114603, 1, '2023-06-01', 1, '2023-06-01'),
('37', '245871', '20', 4.196764220830671, 1, '2023-06-01', 1, '2023-06-01'),
('38', '245871', '20', 19.192924204370406, 1, '2023-06-01', 1, '2023-06-01'),
('39', '245871', '20', 11.220315036411517, 1, '2023-06-01', 1, '2023-06-01'),
('40', '245871', '20', 9.341343186411565, 1, '2023-06-01', 1, '2023-06-01'),
('41', '245871', '20', 19.78466041546336, 1, '2023-06-01', 1, '2023-06-01'),
('42', '245871', '20', 14.636482193576391, 1, '2023-06-01', 1, '2023-06-01'),
('43', '245871', '20', 9.194391690558534, 1, '2023-06-01', 1, '2023-06-01'),
('44', '245871', '20', 10.284210411387047, 1, '2023-06-01', 1, '2023-06-01'),
('45', '245871', '20', 3.9957297729078323, 1, '2023-06-01', 1, '2023-06-01'),
('46', '245871', '20', 4.171446756723749, 1, '2023-06-01', 1, '2023-06-01'),
('47', '245871', '20', 11.618545291331133, 1, '2023-06-01', 1, '2023-06-01'),
('48', '245871', '20', 3.9060399646984822, 1, '2023-06-01', 1, '2023-06-01'),
('49', '245871', '20', 18.737731372809968, 1, '2023-06-01', 1, '2023-06-01'),
('50', '245871', '20', 3.9655702491474165, 1, '2023-06-01', 1, '2023-06-01'),
('51', '245871', '20', 4.771360809040277, 1, '2023-06-01', 1, '2023-06-01'),
('52', '245871', '20', 14.625248474233496, 1, '2023-06-01', 1, '2023-06-01'),
('53', '245871', '20', 6.582054124675565, 1, '2023-06-01', 1, '2023-06-01'),
('54', '245871', '20', 17.27852978485517, 1, '2023-06-01', 1, '2023-06-01'),
('55', '245871', '20', 11.498316922834313, 1, '2023-06-01', 1, '2023-06-01'),
('56', '245871', '20', 6.990800950340144, 1, '2023-06-01', 1, '2023-06-01'),
('57', '245871', '20', 17.46637633561074, 1, '2023-06-01', 1, '2023-06-01'),
('58', '245871', '20', 7.406948776184532, 1, '2023-06-01', 1, '2023-06-01'),
('59', '245871', '20', 14.6319518105742, 1, '2023-06-01', 1, '2023-06-01'),
('60', '245871', '20', 6.428485656314584, 1, '2023-06-01', 1, '2023-06-01'),
('61', '245871', '20', 18.59269543150104, 1, '2023-06-01', 1, '2023-06-01'),
('62', '245871', '20', 2.071919241187079, 1, '2023-06-01', 1, '2023-06-01'),
('63', '245871', '20', 5.211532543633128, 1, '2023-06-01', 1, '2023-06-01'),
('64', '245871', '20', 8.316691843301383, 1, '2023-06-01', 1, '2023-06-01'),
('65', '245871', '20', 8.814067628548601, 1, '2023-06-01', 1, '2023-06-01'),
('66', '245871', '20', 11.669390838951399, 1, '2023-06-01', 1, '2023-06-01'),
('67', '245871', '20', 6.677955000496807, 1, '2023-06-01', 1, '2023-06-01'),
('68', '245871', '20', 9.028566552969723, 1, '2023-06-01', 1, '2023-06-01'),
('69', '245871', '20', 9.71537700301603, 1, '2023-06-01', 1, '2023-06-01'),
('70', '245871', '20', 2.458334478653088, 1, '2023-06-01', 1, '2023-06-01'),
('71', '245871', '20', 18.443643905592484, 1, '2023-06-01', 1, '2023-06-01'),
('72', '245871', '20', 7.859942303160967, 1, '2023-06-01', 1, '2023-06-01'),
('73', '245871', '20', 6.924723563319359, 1, '2023-06-01', 1, '2023-06-01'),
('74', '245871', '20', 5.923377796920581, 1, '2023-06-01', 1, '2023-06-01'),
('75', '245871', '20', 5.615537101154007, 1, '2023-06-01', 1, '2023-06-01'),
('76', '245871', '20', 10.199341519193307, 1, '2023-06-01', 1, '2023-06-01'),
('77', '245871', '20', 12.04194119607819, 1, '2023-06-01', 1, '2023-06-01'),
('78', '245871', '20', 12.259302828937065, 1, '2023-06-01', 1, '2023-06-01'),
('79', '245871', '20', 19.94417757032417, 1, '2023-06-01', 1, '2023-06-01'),
('80', '245871', '20', 13.17582550134047, 1, '2023-06-01', 1, '2023-06-01'),
('81', '245871', '20', 6.747514857899361, 1, '2023-06-01', 1, '2023-06-01'),
('82', '245871', '20', 12.63092604811504, 1, '2023-06-01', 1, '2023-06-01'),
('83', '245871', '20', 4.20605095354897, 1, '2023-06-01', 1, '2023-06-01'),
('84', '245871', '20', 10.244342551879368, 1, '2023-06-01', 1, '2023-06-01'),
('85', '245871', '20', 15.499502714780846, 1, '2023-06-01', 1, '2023-06-01'),
('86', '245871', '20', 5.0019768304546375, 1, '2023-06-01', 1, '2023-06-01'),
('87', '245871', '20', 10.093660604827697, 1, '2023-06-01', 1, '2023-06-01'),
('88', '245871', '20', 12.104579079096965, 1, '2023-06-01', 1, '2023-06-01'),
('89', '245871', '20', 1.9068892839760743, 1, '2023-06-01', 1, '2023-06-01'),
('90', '245871', '20', 15.400745933080946, 1, '2023-06-01', 1, '2023-06-01'),
('91', '245871', '20', 12.215849326743513, 1, '2023-06-01', 1, '2023-06-01'),
('92', '245871', '20', 8.497955690560598, 1, '2023-06-01', 1, '2023-06-01'),
('93', '245871', '20', 8.462277974569465, 1, '2023-06-01', 1, '2023-06-01'),
('94', '245871', '20', 5.415265205148787, 1, '2023-06-01', 1, '2023-06-01'),
('95', '245871', '20', 4.920738808772322, 1, '2023-06-01', 1, '2023-06-01'),
('96', '245871', '20', 6.1852647707349035, 1, '2023-06-01', 1, '2023-06-01'),
('97', '245871', '20', 7.903154306136635, 1, '2023-06-01', 1, '2023-06-01'),
('98', '245871', '20', 7.178417666001891, 1, '2023-06-01', 1, '2023-06-01'),
('2', '326932', '20', 6.41914340227024, 1, '2023-06-01', 1, '2023-06-01'),
('3', '326932', '20', 19.86118112609004, 1, '2023-06-01', 1, '2023-06-01'),
('4', '326932', '20', 16.411016292240163, 1, '2023-06-01', 1, '2023-06-01'),
('5', '326932', '20', 3.4685057386764706, 1, '2023-06-01', 1, '2023-06-01'),
('6', '326932', '20', 17.179269858545425, 1, '2023-06-01', 1, '2023-06-01'),
('7', '326932', '20', 2.388690768027708, 1, '2023-06-01', 1, '2023-06-01'),
('8', '326932', '20', 2.034289253367818, 1, '2023-06-01', 1, '2023-06-01'),
('9', '326932', '20', 19.84533307677636, 1, '2023-06-01', 1, '2023-06-01'),
('10', '326932', '20', 5.241677773522171, 1, '2023-06-01', 1, '2023-06-01'),
('11', '326932', '20', 12.358456196067948, 1, '2023-06-01', 1, '2023-06-01'),
('12', '326932', '20', 4.087110526184137, 1, '2023-06-01', 1, '2023-06-01'),
('13', '326932', '20', 17.49580579895934, 1, '2023-06-01', 1, '2023-06-01'),
('14', '326932', '20', 12.76219394799569, 1, '2023-06-01', 1, '2023-06-01'),
('15', '326932', '20', 5.389794627130778, 1, '2023-06-01', 1, '2023-06-01'),
('16', '326932', '20', 2.5158642934779096, 1, '2023-06-01', 1, '2023-06-01'),
('17', '326932', '20', 14.245847847163077, 1, '2023-06-01', 1, '2023-06-01'),
('18', '326932', '20', 5.894878258929552, 1, '2023-06-01', 1, '2023-06-01'),
('19', '326932', '20', 1.7192672937229525, 1, '2023-06-01', 1, '2023-06-01'),
('20', '326932', '20', 10.44368796138578, 1, '2023-06-01', 1, '2023-06-01'),
('21', '326932', '20', 13.941113807032178, 1, '2023-06-01', 1, '2023-06-01'),
('22', '326932', '20', 12.061688926969332, 1, '2023-06-01', 1, '2023-06-01'),
('23', '326932', '20', 6.3810598714350615, 1, '2023-06-01', 1, '2023-06-01'),
('24', '326932', '20', 15.191063595327286, 1, '2023-06-01', 1, '2023-06-01'),
('25', '326932', '20', 17.039856106677043, 1, '2023-06-01', 1, '2023-06-01'),
('26', '326932', '20', 9.078536749567546, 1, '2023-06-01', 1, '2023-06-01'),
('27', '326932', '20', 10.552439946204785, 1, '2023-06-01', 1, '2023-06-01'),
('28', '326932', '20', 10.854334809478242, 1, '2023-06-01', 1, '2023-06-01'),
('29', '326932', '20', 18.167485149969572, 1, '2023-06-01', 1, '2023-06-01'),
('30', '326932', '20', 4.73462114073633, 1, '2023-06-01', 1, '2023-06-01'),
('31', '326932', '20', 8.775773374189983, 1, '2023-06-01', 1, '2023-06-01'),
('32', '326932', '20', 14.854269223433596, 1, '2023-06-01', 1, '2023-06-01'),
('33', '326932', '20', 12.085801000574738, 1, '2023-06-01', 1, '2023-06-01'),
('34', '326932', '20', 14.169478401915786, 1, '2023-06-01', 1, '2023-06-01'),
('35', '326932', '20', 9.970539146705857, 1, '2023-06-01', 1, '2023-06-01'),
('36', '326932', '20', 9.986128195962802, 1, '2023-06-01', 1, '2023-06-01'),
('37', '326932', '20', 16.862982789741633, 1, '2023-06-01', 1, '2023-06-01'),
('38', '326932', '20', 14.620987657637652, 1, '2023-06-01', 1, '2023-06-01'),
('39', '326932', '20', 9.004520639647877, 1, '2023-06-01', 1, '2023-06-01'),
('40', '326932', '20', 17.645933098072934, 1, '2023-06-01', 1, '2023-06-01'),
('41', '326932', '20', 2.236375596149276, 1, '2023-06-01', 1, '2023-06-01'),
('42', '326932', '20', 9.415689938639453, 1, '2023-06-01', 1, '2023-06-01'),
('43', '326932', '20', 11.49869336589187, 1, '2023-06-01', 1, '2023-06-01'),
('44', '326932', '20', 7.404836949813909, 1, '2023-06-01', 1, '2023-06-01'),
('45', '326932', '20', 5.9931074167032, 1, '2023-06-01', 1, '2023-06-01'),
('46', '326932', '20', 16.429203144868193, 1, '2023-06-01', 1, '2023-06-01'),
('47', '326932', '20', 18.701307244658384, 1, '2023-06-01', 1, '2023-06-01'),
('48', '326932', '20', 4.04330075321999, 1, '2023-06-01', 1, '2023-06-01'),
('49', '326932', '20', 17.59304359810885, 1, '2023-06-01', 1, '2023-06-01'),
('50', '326932', '20', 2.882297541144059, 1, '2023-06-01', 1, '2023-06-01'),
('51', '326932', '20', 2.1003639373636496, 1, '2023-06-01', 1, '2023-06-01'),
('52', '326932', '20', 0.1001260075434085, 1, '2023-06-01', 1, '2023-06-01'),
('53', '326932', '20', 3.630136833514608, 1, '2023-06-01', 1, '2023-06-01'),
('54', '326932', '20', 10.185578110253319, 1, '2023-06-01', 1, '2023-06-01'),
('55', '326932', '20', 13.890101747673487, 1, '2023-06-01', 1, '2023-06-01'),
('56', '326932', '20', 1.1112725628140563, 1, '2023-06-01', 1, '2023-06-01'),
('57', '326932', '20', 13.836952000067399, 1, '2023-06-01', 1, '2023-06-01'),
('58', '326932', '20', 10.025007431795547, 1, '2023-06-01', 1, '2023-06-01'),
('59', '326932', '20', 2.9531315368477085, 1, '2023-06-01', 1, '2023-06-01'),
('60', '326932', '20', 11.274938093715857, 1, '2023-06-01', 1, '2023-06-01'),
('61', '326932', '20', 8.448326554213333, 1, '2023-06-01', 1, '2023-06-01'),
('62', '326932', '20', 11.276933086635722, 1, '2023-06-01', 1, '2023-06-01'),
('63', '326932', '20', 15.629594632782979, 1, '2023-06-01', 1, '2023-06-01'),
('64', '326932', '20', 12.340981785079862, 1, '2023-06-01', 1, '2023-06-01'),
('65', '326932', '20', 10.820663462565816, 1, '2023-06-01', 1, '2023-06-01'),
('66', '326932', '20', 1.7111854449042774, 1, '2023-06-01', 1, '2023-06-01'),
('67', '326932', '20', 1.5435943934903662, 1, '2023-06-01', 1, '2023-06-01'),
('68', '326932', '20', 4.782888576582554, 1, '2023-06-01', 1, '2023-06-01'),
('69', '326932', '20', 0.02540655659501123, 1, '2023-06-01', 1, '2023-06-01'),
('70', '326932', '20', 5.863601510326159, 1, '2023-06-01', 1, '2023-06-01'),
('71', '326932', '20', 1.192779896427949, 1, '2023-06-01', 1, '2023-06-01'),
('72', '326932', '20', 15.270198451568344, 1, '2023-06-01', 1, '2023-06-01'),
('73', '326932', '20', 2.2063684120043625, 1, '2023-06-01', 1, '2023-06-01'),
('74', '326932', '20', 0.19250163572536172, 1, '2023-06-01', 1, '2023-06-01'),
('75', '326932', '20', 13.302453014572066, 1, '2023-06-01', 1, '2023-06-01'),
('76', '326932', '20', 10.639090813891556, 1, '2023-06-01', 1, '2023-06-01'),
('77', '326932', '20', 15.972075651765294, 1, '2023-06-01', 1, '2023-06-01'),
('78', '326932', '20', 9.040522853901486, 1, '2023-06-01', 1, '2023-06-01'),
('79', '326932', '20', 13.96255282244246, 1, '2023-06-01', 1, '2023-06-01'),
('80', '326932', '20', 11.420369477003113, 1, '2023-06-01', 1, '2023-06-01'),
('81', '326932', '20', 17.755295195405154, 1, '2023-06-01', 1, '2023-06-01'),
('82', '326932', '20', 12.520089716390084, 1, '2023-06-01', 1, '2023-06-01'),
('83', '326932', '20', 18.46920392332061, 1, '2023-06-01', 1, '2023-06-01'),
('84', '326932', '20', 3.2535102222861356, 1, '2023-06-01', 1, '2023-06-01'),
('85', '326932', '20', 12.703322467748022, 1, '2023-06-01', 1, '2023-06-01'),
('86', '326932', '20', 5.0597743765214265, 1, '2023-06-01', 1, '2023-06-01'),
('87', '326932', '20', 11.456824094760428, 1, '2023-06-01', 1, '2023-06-01'),
('88', '326932', '20', 15.059530260155205, 1, '2023-06-01', 1, '2023-06-01'),
('89', '326932', '20', 18.71207394758176, 1, '2023-06-01', 1, '2023-06-01'),
('90', '326932', '20', 0.6824140678941837, 1, '2023-06-01', 1, '2023-06-01'),
('91', '326932', '20', 9.9905644274085, 1, '2023-06-01', 1, '2023-06-01'),
('92', '326932', '20', 5.107557866385644, 1, '2023-06-01', 1, '2023-06-01'),
