INSERT INTO `lucky_cooperation`.`t_actuality_cup_commodity_day` (`year`, `record_date`, `wh_dept_id`, `commodity_id`, `type`, `cup_amount`, `create_user`, `create_time`, `update_user`, `update_time`) VALUES 
('2023', '2023-08-04', '-1', 801, 10, 8.86363327483256, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '-1', 801, 10, 3.2251447848628723, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '-1', 801, 10, 0.5151113177930489, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '-1', 801, 10, 18.582894893036507, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '-1', 801, 10, 15.039439552012453, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '-1', 801, 10, 12.849092833620926, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '-1', 801, 10, 7.903892463676083, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '-1', 801, 10, 19.454604789523206, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '-1', 801, 10, 14.05042308305573, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '-1', 801, 10, 4.415645111660966, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '327193', 800, 10, 14.300739720542715, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '327193', 800, 10, 18.807593949940717, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '327193', 800, 10, 8.468410287390205, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '327193', 800, 10, 18.761508700088502, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '327193', 800, 10, 18.192803361911555, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '327193', 800, 10, 2.8420222558019947, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '327193', 800, 10, 5.536505245689661, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '327193', 800, 10, 19.221399707975294, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '327193', 800, 10, 10.981198592740819, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '327193', 800, 10, 18.973114304816637, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '327193', 800, 10, 2.89746540501983, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '327193', 800, 10, 5.2041576753413565, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '327193', 800, 10, 2.0337720081830857, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '327193', 800, 10, 17.0115888115544, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '327193', 800, 10, 8.57405135485056, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '327193', 800, 10, 0.9104431645766153, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '327193', 800, 10, 10.784705986521876, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '327193', 800, 10, 17.21607017708543, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '327193', 800, 10, 12.73030922986142, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '327193', 800, 10, 6.542193688634519, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '327193', 800, 10, 7.232126950321984, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '245971', 800, 10, 16.40129250344548, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '245971', 800, 10, 12.808204502286682, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '245971', 800, 10, 14.76549616193873, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '245971', 800, 10, 4.343578792372815, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '245971', 800, 10, 4.006911305246412, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '245971', 800, 10, 11.148635693908453, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '245971', 800, 10, 10.341531962842772, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '245971', 800, 10, 17.04725487012533, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '245971', 800, 10, 17.791930052648176, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '245971', 800, 10, 9.165041553768418, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '245971', 800, 10, 1.196003905232903, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '245971', 800, 10, 18.983393718706914, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '245971', 800, 10, 3.1568658432209085, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '245971', 800, 10, 5.191970360481422, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '245971', 800, 10, 3.9270197221441783, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '245971', 800, 10, 3.441539540533205, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '245971', 800, 10, 14.294678505907685, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '245971', 800, 10, 18.244293241070253, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '245971', 800, 10, 7.983790592633559, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '245971', 800, 10, 16.002887693762112, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '245971', 800, 10, 14.804512965312426, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '245871', 800, 10, 7.97119692420782, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '245871', 800, 10, 0.9039525491255129, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '245871', 800, 10, 10.036764890318981, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '245871', 800, 10, 0.2384605983150223, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '245871', 800, 10, 3.917942635977445, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '245871', 800, 10, 10.135733281210115, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '245871', 800, 10, 6.4813658206917495, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '245871', 800, 10, 14.021377072223187, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '245871', 800, 10, 19.490513262581196, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '245871', 800, 10, 18.411913927145058, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '245871', 800, 10, 12.246463711951083, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '245871', 800, 10, 11.8824002210605, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '245871', 800, 10, 7.890342514121662, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '245871', 800, 10, 5.520220094757939, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '245871', 800, 10, 10.285834966859287, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '245871', 800, 10, 11.41702429302403, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '245871', 800, 10, 13.851469909011648, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '245871', 800, 10, 10.235158189054188, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '245871', 800, 10, 1.6192317794856415, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '245871', 800, 10, 12.881013397645319, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '245871', 800, 10, 16.69897095315988, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '326932', 800, 10, 13.865378272017573, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '326932', 800, 10, 14.641492539516317, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '326932', 800, 10, 19.105989554241596, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '326932', 800, 10, 0.9019197475862795, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '326932', 800, 10, 11.456673467322641, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '326932', 800, 10, 19.785796788297276, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '326932', 800, 10, 4.42573157432208, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '326932', 800, 10, 12.119622706864565, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '326932', 800, 10, 17.09953994431184, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '326932', 800, 10, 11.294539868591546, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '326932', 800, 10, 8.948037718929925, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '326932', 800, 10, 8.406446133375283, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '326932', 800, 10, 19.186314013207838, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '326932', 800, 10, 19.212043533557438, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '326932', 800, 10, 19.905128701616622, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '326932', 800, 10, 13.101925717819906, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '326932', 800, 10, 6.290895602401481, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '326932', 800, 10, 9.33871594841718, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '326932', 800, 10, 16.76041266287486, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '326932', 800, 10, 1.6031829831493405, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '326932', 800, 10, 8.087997787655532, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '326327', 800, 10, 4.918339945197239, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '326327', 800, 10, 11.70085610304865, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '326327', 800, 10, 6.313071345595058, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '326327', 800, 10, 8.537669306303483, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '326327', 800, 10, 13.006983550024195, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '326327', 800, 10, 12.852467874893744, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '326327', 800, 10, 5.364904191435205, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '326327', 800, 10, 16.451714304931308, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '326327', 800, 10, 17.398781307808253, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '326327', 800, 10, 9.80447847933797, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '326327', 800, 10, 1.8332652337022992, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '326327', 800, 10, 7.89853946681877, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '326327', 800, 10, 9.220078492604543, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '326327', 800, 10, 19.565881149838408, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '326327', 800, 10, 18.01527674467333, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '326327', 800, 10, 4.221834225514178, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '326327', 800, 10, 10.454606585943296, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '326327', 800, 10, 11.046529164100063, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '326327', 800, 10, 2.1042353947359826, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '326327', 800, 10, 17.793442697062737, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '326327', 800, 10, 8.305754690250497, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-24', '-1', 800, 10, 18.3087185077712, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-25', '-1', 800, 10, 5.862380011408668, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-26', '-1', 800, 10, 11.95777467457522, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-27', '-1', 800, 10, 16.79122672678284, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-28', '-1', 800, 10, 8.399210210016399, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-29', '-1', 800, 10, 5.887955142875652, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-30', '-1', 800, 10, 12.76234634612101, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-07-31', '-1', 800, 10, 17.208678010099522, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-01', '-1', 800, 10, 5.565592697926929, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-02', '-1', 800, 10, 5.343028632589705, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-03', '-1', 800, 10, 10.133769160111834, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-04', '-1', 800, 10, 10.615732136299394, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-05', '-1', 800, 10, 17.32215707974849, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-06', '-1', 800, 10, 10.874460165419645, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-07', '-1', 800, 10, 5.356449865063249, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-08', '-1', 800, 10, 17.280235183365118, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-09', '-1', 800, 10, 14.846973490348548, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-10', '-1', 800, 10, 3.4380830702440224, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-11', '-1', 800, 10, 2.718638162288378, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-12', '-1', 800, 10, 13.133755447586521, 1, '2023-06-01', 1, '2023-06-01'),
('2023', '2023-08-13', '-1', 800, 10, 11.038858197942123, 1, '2023-06-01', 1, '2023-06-01'),
