INSERT INTO `lucky_cooperation`.`t_actuality_cup_goods_week` (`week_id`, `wh_dept_id`, `goods_id`, `type`, `cup_amount`, `create_user`, `create_time`, `update_user`, `update_time`) VALUES 
(107, 245871, 44, 20, 2011524.7223890609, 1, '2023-06-01', 1, '2023-06-01'),
(108, 245871, 44, 20, 1756398.0542588157, 1, '2023-06-01', 1, '2023-06-01'),
(109, 245871, 44, 20, 2225607.7096426629, 1, '2023-06-01', 1, '2023-06-01'),
(110, 245871, 44, 20, 1868936.0303516685, 1, '2023-06-01', 1, '2023-06-01'),
(111, 245871, 44, 20, 108947.6973294340, 1, '2023-06-01', 1, '2023-06-01'),
(112, 245871, 44, 20, 2278688.6737901755, 1, '2023-06-01', 1, '2023-06-01'),
(113, 245871, 44, 20, 2361644.5115521114, 1, '2023-06-01', 1, '2023-06-01'),
(114, 245871, 44, 20, 2137207.5546234010, 1, '2023-06-01', 1, '2023-06-01'),
(115, 245871, 44, 20, 1833433.2798690877, 1, '2023-06-01', 1, '2023-06-01'),
(116, 245871, 44, 20, 267086.7497770319, 1, '2023-06-01', 1, '2023-06-01'),
(117, 245871, 44, 20, 1672986.7664734501, 1, '2023-06-01', 1, '2023-06-01'),
(118, 245871, 44, 20, 1861455.7967943145, 1, '2023-06-01', 1, '2023-06-01'),
(119, 245871, 44, 20, 2640424.3307912389, 1, '2023-06-01', 1, '2023-06-01'),
(120, 245871, 44, 20, 1984234.3924303435, 1, '2023-06-01', 1, '2023-06-01'),
(121, 245871, 44, 20, 1551413.1833318787, 1, '2023-06-01', 1, '2023-06-01'),
(122, 245871, 44, 20, 652830.8706745906, 1, '2023-06-01', 1, '2023-06-01'),
(123, 245871, 44, 20, 2000491.9868765360, 1, '2023-06-01', 1, '2023-06-01'),
(124, 245871, 44, 20, 2324549.1931164765, 1, '2023-06-01', 1, '2023-06-01'),
(125, 245871, 44, 20, 2555097.5412638249, 1, '2023-06-01', 1, '2023-06-01'),
(126, 245871, 44, 20, 2048226.5829007780, 1, '2023-06-01', 1, '2023-06-01'),
(2, 245871, 83070, 20, 2376413.4407438476, 1, '2023-06-01', 1, '2023-06-01'),
(3, 245871, 83070, 20, 1643670.7722580553, 1, '2023-06-01', 1, '2023-06-01'),
(4, 245871, 83070, 20, 1858947.5016705227, 1, '2023-06-01', 1, '2023-06-01'),
(5, 245871, 83070, 20, 2444512.0207938603, 1, '2023-06-01', 1, '2023-06-01'),
(6, 245871, 83070, 20, 279002.5134697724, 1, '2023-06-01', 1, '2023-06-01'),
(7, 245871, 83070, 20, 2325145.4134874268, 1, '2023-06-01', 1, '2023-06-01'),
(8, 245871, 83070, 20, 2004864.8374305853, 1, '2023-06-01', 1, '2023-06-01'),
(9, 245871, 83070, 20, 1665062.2778986859, 1, '2023-06-01', 1, '2023-06-01'),
(10, 245871, 83070, 20, 1976708.4029353217, 1, '2023-06-01', 1, '2023-06-01'),
(11, 245871, 83070, 20, 230828.6067499491, 1, '2023-06-01', 1, '2023-06-01'),
(12, 245871, 83070, 20, 2082129.0486756703, 1, '2023-06-01', 1, '2023-06-01'),
(13, 245871, 83070, 20, 2403681.5173394673, 1, '2023-06-01', 1, '2023-06-01'),
(14, 245871, 83070, 20, 2021345.5326789668, 1, '2023-06-01', 1, '2023-06-01'),
(15, 245871, 83070, 20, 1938671.6300358034, 1, '2023-06-01', 1, '2023-06-01'),
(16, 245871, 83070, 20, 1365079.0565309053, 1, '2023-06-01', 1, '2023-06-01'),
(17, 245871, 83070, 20, 1047741.9794945375, 1, '2023-06-01', 1, '2023-06-01'),
(18, 245871, 83070, 20, 1698831.8608183604, 1, '2023-06-01', 1, '2023-06-01'),
(19, 245871, 83070, 20, 1826464.0601949022, 1, '2023-06-01', 1, '2023-06-01'),
(20, 245871, 83070, 20, 2539196.5185117482, 1, '2023-06-01', 1, '2023-06-01'),
(21, 245871, 83070, 20, 2239395.5751559629, 1, '2023-06-01', 1, '2023-06-01'),
(22, 245871, 83070, 20, 260667.8157078298, 1, '2023-06-01', 1, '2023-06-01'),
(23, 245871, 83070, 20, 2056966.1664809989, 1, '2023-06-01', 1, '2023-06-01'),
(24, 245871, 83070, 20, 1560332.5158222251, 1, '2023-06-01', 1, '2023-06-01'),
(25, 245871, 83070, 20, 2353289.2703651227, 1, '2023-06-01', 1, '2023-06-01'),
(26, 245871, 83070, 20, 2047687.2676635768, 1, '2023-06-01', 1, '2023-06-01'),
(27, 245871, 83070, 20, 640866.9672094966, 1, '2023-06-01', 1, '2023-06-01'),
(28, 245871, 83070, 20, 1119025.5528370324, 1, '2023-06-01', 1, '2023-06-01'),
(29, 245871, 83070, 20, 2089056.6815235037, 1, '2023-06-01', 1, '2023-06-01'),
(30, 245871, 83070, 20, 1858970.6206215229, 1, '2023-06-01', 1, '2023-06-01'),
(31, 245871, 83070, 20, 1474110.3651770909, 1, '2023-06-01', 1, '2023-06-01'),
(32, 245871, 83070, 20, 1053807.7228443714, 1, '2023-06-01', 1, '2023-06-01'),
(33, 245871, 83070, 20, 1153494.5552168885, 1, '2023-06-01', 1, '2023-06-01'),
(34, 245871, 83070, 20, 1974475.3187012445, 1, '2023-06-01', 1, '2023-06-01'),
(35, 245871, 83070, 20, 2478929.1354252781, 1, '2023-06-01', 1, '2023-06-01'),
(36, 245871, 83070, 20, 2140822.5635812016, 1, '2023-06-01', 1, '2023-06-01'),
(37, 245871, 83070, 20, 2532670.3521678878, 1, '2023-06-01', 1, '2023-06-01'),
(38, 245871, 83070, 20, 2162479.1926028068, 1, '2023-06-01', 1, '2023-06-01'),
(39, 245871, 83070, 20, 2075970.0456765100, 1, '2023-06-01', 1, '2023-06-01'),
(40, 245871, 83070, 20, 2067879.8212702370, 1, '2023-06-01', 1, '2023-06-01'),
(41, 245871, 83070, 20, 1772534.4420834766, 1, '2023-06-01', 1, '2023-06-01'),
(42, 245871, 83070, 20, 1046413.3916588601, 1, '2023-06-01', 1, '2023-06-01'),
(43, 245871, 83070, 20, 1358975.7058129577, 1, '2023-06-01', 1, '2023-06-01'),
(44, 245871, 83070, 20, 2394062.0309041914, 1, '2023-06-01', 1, '2023-06-01'),
(45, 245871, 83070, 20, 1438827.1692051098, 1, '2023-06-01', 1, '2023-06-01'),
(46, 245871, 83070, 20, 2685785.1545608842, 1, '2023-06-01', 1, '2023-06-01'),
(47, 245871, 83070, 20, 1026552.2539025918, 1, '2023-06-01', 1, '2023-06-01'),
(48, 245871, 83070, 20, 586308.7622976425, 1, '2023-06-01', 1, '2023-06-01'),
(49, 245871, 83070, 20, 2165668.1189519335, 1, '2023-06-01', 1, '2023-06-01'),
(50, 245871, 83070, 20, 2055657.2707857077, 1, '2023-06-01', 1, '2023-06-01'),
(51, 245871, 83070, 20, 2492397.4889944857, 1, '2023-06-01', 1, '2023-06-01'),
(52, 245871, 83070, 20, 2037055.7415364643, 1, '2023-06-01', 1, '2023-06-01'),
(53, 245871, 83070, 20, 277451.8571977600, 1, '2023-06-01', 1, '2023-06-01'),
(54, 245871, 83070, 20, 1848519.5841371066, 1, '2023-06-01', 1, '2023-06-01'),
(55, 245871, 83070, 20, 2419250.9132141003, 1, '2023-06-01', 1, '2023-06-01'),
(56, 245871, 83070, 20, 1835960.9787445479, 1, '2023-06-01', 1, '2023-06-01'),
(57, 245871, 83070, 20, 2099633.1966403838, 1, '2023-06-01', 1, '2023-06-01'),
(58, 245871, 83070, 20, 1007602.7491664985, 1, '2023-06-01', 1, '2023-06-01'),
(59, 245871, 83070, 20, 1234529.8089960933, 1, '2023-06-01', 1, '2023-06-01'),
(60, 245871, 83070, 20, 2457188.8735260715, 1, '2023-06-01', 1, '2023-06-01'),
(61, 245871, 83070, 20, 2326496.5509242633, 1, '2023-06-01', 1, '2023-06-01'),
(62, 245871, 83070, 20, 1792997.4015309029, 1, '2023-06-01', 1, '2023-06-01'),
(63, 245871, 83070, 20, 1370604.8835980042, 1, '2023-06-01', 1, '2023-06-01'),
(64, 245871, 83070, 20, 417990.8921457171, 1, '2023-06-01', 1, '2023-06-01'),
(65, 245871, 83070, 20, 2008960.3563442997, 1, '2023-06-01', 1, '2023-06-01'),
(66, 245871, 83070, 20, 2525069.3282174699, 1, '2023-06-01', 1, '2023-06-01'),
(67, 245871, 83070, 20, 2555907.0235176384, 1, '2023-06-01', 1, '2023-06-01'),
(68, 245871, 83070, 20, 1756680.9830258363, 1, '2023-06-01', 1, '2023-06-01'),
(69, 245871, 83070, 20, 638161.2597812472, 1, '2023-06-01', 1, '2023-06-01'),
(70, 245871, 83070, 20, 1777515.5379934099, 1, '2023-06-01', 1, '2023-06-01'),
(71, 245871, 83070, 20, 1945648.5370830409, 1, '2023-06-01', 1, '2023-06-01'),
(72, 245871, 83070, 20, 2320092.9542978942, 1, '2023-06-01', 1, '2023-06-01'),
(73, 245871, 83070, 20, 2392901.2694560649, 1, '2023-06-01', 1, '2023-06-01'),
(74, 245871, 83070, 20, 878744.1417409469, 1, '2023-06-01', 1, '2023-06-01'),
(75, 245871, 83070, 20, 772218.3545867279, 1, '2023-06-01', 1, '2023-06-01'),
(76, 245871, 83070, 20, 2265635.7357712644, 1, '2023-06-01', 1, '2023-06-01'),
(77, 245871, 83070, 20, 1959242.9774499878, 1, '2023-06-01', 1, '2023-06-01'),
(78, 245871, 83070, 20, 1886859.4799691527, 1, '2023-06-01', 1, '2023-06-01'),
(79, 245871, 83070, 20, 1270580.4662329934, 1, '2023-06-01', 1, '2023-06-01'),
(80, 245871, 83070, 20, 355004.2456549688, 1, '2023-06-01', 1, '2023-06-01'),
(81, 245871, 83070, 20, 2424882.0199497200, 1, '2023-06-01', 1, '2023-06-01'),
(82, 245871, 83070, 20, 2238008.0200375978, 1, '2023-06-01', 1, '2023-06-01'),
(83, 245871, 83070, 20, 2642805.5488130489, 1, '2023-06-01', 1, '2023-06-01'),
(84, 245871, 83070, 20, 2201901.9349978444, 1, '2023-06-01', 1, '2023-06-01'),
(85, 245871, 83070, 20, 1778982.7910397142, 1, '2023-06-01', 1, '2023-06-01'),
(86, 245871, 83070, 20, 2051191.5713859779, 1, '2023-06-01', 1, '2023-06-01'),
(87, 245871, 83070, 20, 2343214.8113951552, 1, '2023-06-01', 1, '2023-06-01'),
(88, 245871, 83070, 20, 2233537.0037171274, 1, '2023-06-01', 1, '2023-06-01'),
(89, 245871, 83070, 20, 600832.0958509736, 1, '2023-06-01', 1, '2023-06-01'),
(90, 245871, 83070, 20, 1250027.0273506780, 1, '2023-06-01', 1, '2023-06-01'),
(91, 245871, 83070, 20, 1830450.0952102665, 1, '2023-06-01', 1, '2023-06-01'),
(92, 245871, 83070, 20, 2599929.6101950374, 1, '2023-06-01', 1, '2023-06-01'),
(93, 245871, 83070, 20, 2459102.0872562605, 1, '2023-06-01', 1, '2023-06-01'),
(94, 245871, 83070, 20, 1538506.1445807167, 1, '2023-06-01', 1, '2023-06-01'),
(95, 245871, 83070, 20, 467584.9468631577, 1, '2023-06-01', 1, '2023-06-01'),
(96, 245871, 83070, 20, 2084208.5825221158, 1, '2023-06-01', 1, '2023-06-01'),
(97, 245871, 83070, 20, 2432676.0704766949, 1, '2023-06-01', 1, '2023-06-01'),
(98, 245871, 83070, 20, 2627639.4402562698, 1, '2023-06-01', 1, '2023-06-01'),
(99, 245871, 83070, 20, 1960251.6737706451, 1, '2023-06-01', 1, '2023-06-01'),
(100, 245871, 83070, 20, 359126.9994811197, 1, '2023-06-01', 1, '2023-06-01'),
(101, 245871, 83070, 20, 1945104.6415352558, 1, '2023-06-01', 1, '2023-06-01'),
(102, 245871, 83070, 20, 2145587.4079811362, 1, '2023-06-01', 1, '2023-06-01'),
(103, 245871, 83070, 20, 1875021.7400419224, 1, '2023-06-01', 1, '2023-06-01'),
(104, 245871, 83070, 20, 2138286.6034451996, 1, '2023-06-01', 1, '2023-06-01'),
(105, 245871, 83070, 20, 1097441.7567082080, 1, '2023-06-01', 1, '2023-06-01'),
(106, 245871, 83070, 20, 1044286.2268801555, 1, '2023-06-01', 1, '2023-06-01'),
(107, 245871, 83070, 20, 2465410.7940433381, 1, '2023-06-01', 1, '2023-06-01'),
(108, 245871, 83070, 20, 1847408.7687183537, 1, '2023-06-01', 1, '2023-06-01'),
(109, 245871, 83070, 20, 1958766.2542105248, 1, '2023-06-01', 1, '2023-06-01'),
(110, 245871, 83070, 20, 1684761.0912961232, 1, '2023-06-01', 1, '2023-06-01'),
(111, 245871, 83070, 20, 426673.2585358736, 1, '2023-06-01', 1, '2023-06-01'),
(112, 245871, 83070, 20, 1704532.6361253411, 1, '2023-06-01', 1, '2023-06-01'),
(113, 245871, 83070, 20, 1851726.3369162019, 1, '2023-06-01', 1, '2023-06-01'),
(114, 245871, 83070, 20, 1964462.8365553914, 1, '2023-06-01', 1, '2023-06-01'),
(115, 245871, 83070, 20, 2391637.3106506976, 1, '2023-06-01', 1, '2023-06-01'),
(116, 245871, 83070, 20, 830716.8123183648, 1, '2023-06-01', 1, '2023-06-01'),
(117, 245871, 83070, 20, 1511857.1765762056, 1, '2023-06-01', 1, '2023-06-01'),
(118, 245871, 83070, 20, 1696475.2160496601, 1, '2023-06-01', 1, '2023-06-01'),
(119, 245871, 83070, 20, 1846259.4844793373, 1, '2023-06-01', 1, '2023-06-01'),
(120, 245871, 83070, 20, 2351735.2452128164, 1, '2023-06-01', 1, '2023-06-01'),
(121, 245871, 83070, 20, 1227117.9376627116, 1, '2023-06-01', 1, '2023-06-01'),
(122, 245871, 83070, 20, 1089316.7531332841, 1, '2023-06-01', 1, '2023-06-01'),
(123, 245871, 83070, 20, 2254830.5984961020, 1, '2023-06-01', 1, '2023-06-01'),
(124, 245871, 83070, 20, 2336230.6805170783, 1, '2023-06-01', 1, '2023-06-01'),
(125, 245871, 83070, 20, 2219081.4177187244, 1, '2023-06-01', 1, '2023-06-01'),
(126, 245871, 83070, 20, 1915933.5341401484, 1, '2023-06-01', 1, '2023-06-01'),
(2, 245871, 83622, 20, 2319136.8791525143, 1, '2023-06-01', 1, '2023-06-01'),
(3, 245871, 83622, 20, 2597023.7693033042, 1, '2023-06-01', 1, '2023-06-01'),
(4, 245871, 83622, 20, 1971908.1710525445, 1, '2023-06-01', 1, '2023-06-01'),
(5, 245871, 83622, 20, 2923608.1049116771, 1, '2023-06-01', 1, '2023-06-01'),
(6, 245871, 83622, 20, 206585.8123814726, 1, '2023-06-01', 1, '2023-06-01'),
(7, 245871, 83622, 20, 2053476.0797047241, 1, '2023-06-01', 1, '2023-06-01'),
(8, 245871, 83622, 20, 1642800.8000763305, 1, '2023-06-01', 1, '2023-06-01'),
(9, 245871, 83622, 20, 2294469.4186095271, 1, '2023-06-01', 1, '2023-06-01'),
(10, 245871, 83622, 20, 1960123.1846344926, 1, '2023-06-01', 1, '2023-06-01'),
(11, 245871, 83622, 20, 386150.2685699553, 1, '2023-06-01', 1, '2023-06-01'),
(12, 245871, 83622, 20, 1724058.8261800986, 1, '2023-06-01', 1, '2023-06-01'),
(13, 245871, 83622, 20, 1498548.8385570028, 1, '2023-06-01', 1, '2023-06-01'),
(14, 245871, 83622, 20, 2198779.2459516847, 1, '2023-06-01', 1, '2023-06-01'),
(15, 245871, 83622, 20, 2432573.8246914676, 1, '2023-06-01', 1, '2023-06-01'),
(16, 245871, 83622, 20, 1264343.8390145968, 1, '2023-06-01', 1, '2023-06-01'),
(17, 245871, 83622, 20, 779717.5932874215, 1, '2023-06-01', 1, '2023-06-01'),
(18, 245871, 83622, 20, 2099665.0174591258, 1, '2023-06-01', 1, '2023-06-01'),
(19, 245871, 83622, 20, 1912891.0428990919, 1, '2023-06-01', 1, '2023-06-01'),
(20, 245871, 83622, 20, 2570186.3581563149, 1, '2023-06-01', 1, '2023-06-01'),
(21, 245871, 83622, 20, 1155255.4408391539, 1, '2023-06-01', 1, '2023-06-01'),
(22, 245871, 83622, 20, 497353.3102220030, 1, '2023-06-01', 1, '2023-06-01'),
(23, 245871, 83622, 20, 2005276.0966612264, 1, '2023-06-01', 1, '2023-06-01'),
(24, 245871, 83622, 20, 2261544.0304354522, 1, '2023-06-01', 1, '2023-06-01'),
(25, 245871, 83622, 20, 2190096.6932035931, 1, '2023-06-01', 1, '2023-06-01'),
(26, 245871, 83622, 20, 2188057.3297822855, 1, '2023-06-01', 1, '2023-06-01'),
(27, 245871, 83622, 20, 571180.6515656994, 1, '2023-06-01', 1, '2023-06-01'),
(28, 245871, 83622, 20, 1295699.6666765451, 1, '2023-06-01', 1, '2023-06-01'),
(29, 245871, 83622, 20, 1687564.6769382420, 1, '2023-06-01', 1, '2023-06-01'),
(30, 245871, 83622, 20, 2324955.5452071660, 1, '2023-06-01', 1, '2023-06-01'),
(31, 245871, 83622, 20, 2073983.9149180876, 1, '2023-06-01', 1, '2023-06-01'),
(32, 245871, 83622, 20, 945093.2822628274, 1, '2023-06-01', 1, '2023-06-01'),
(33, 245871, 83622, 20, 940521.1863174658, 1, '2023-06-01', 1, '2023-06-01'),
(34, 245871, 83622, 20, 2130853.7285562098, 1, '2023-06-01', 1, '2023-06-01'),
(35, 245871, 83622, 20, 1590160.7008257060, 1, '2023-06-01', 1, '2023-06-01'),
(36, 245871, 83622, 20, 1741660.4620048419, 1, '2023-06-01', 1, '2023-06-01'),
(37, 245871, 83622, 20, 2425874.8398878382, 1, '2023-06-01', 1, '2023-06-01'),
(38, 245871, 83622, 20, 2756247.8118119997, 1, '2023-06-01', 1, '2023-06-01'),
(39, 245871, 83622, 20, 1729309.1793851910, 1, '2023-06-01', 1, '2023-06-01'),
(40, 245871, 83622, 20, 2231769.4122012466, 1, '2023-06-01', 1, '2023-06-01'),
(41, 245871, 83622, 20, 1979949.0510367722, 1, '2023-06-01', 1, '2023-06-01'),
(42, 245871, 83622, 20, 956642.1495058303, 1, '2023-06-01', 1, '2023-06-01'),
(43, 245871, 83622, 20, 718075.3245064356, 1, '2023-06-01', 1, '2023-06-01'),
(44, 245871, 83622, 20, 1825696.4473862109, 1, '2023-06-01', 1, '2023-06-01'),
(45, 245871, 83622, 20, 2395169.4635073320, 1, '2023-06-01', 1, '2023-06-01'),
(46, 245871, 83622, 20, 2046421.7813609657, 1, '2023-06-01', 1, '2023-06-01'),
(47, 245871, 83622, 20, 1405044.3085556110, 1, '2023-06-01', 1, '2023-06-01'),
(48, 245871, 83622, 20, 600931.4312696358, 1, '2023-06-01', 1, '2023-06-01'),
(49, 245871, 83622, 20, 2239900.4503896284, 1, '2023-06-01', 1, '2023-06-01'),
(50, 245871, 83622, 20, 2444175.5621365129, 1, '2023-06-01', 1, '2023-06-01'),
(51, 245871, 83622, 20, 2204718.5623113998, 1, '2023-06-01', 1, '2023-06-01'),
(52, 245871, 83622, 20, 1488738.0043148133, 1, '2023-06-01', 1, '2023-06-01'),
(53, 245871, 83622, 20, 497608.7056927188, 1, '2023-06-01', 1, '2023-06-01'),
(54, 245871, 83622, 20, 1705803.7124817106, 1, '2023-06-01', 1, '2023-06-01'),
(55, 245871, 83622, 20, 1887599.1877216681, 1, '2023-06-01', 1, '2023-06-01'),
(56, 245871, 83622, 20, 2117585.7383504813, 1, '2023-06-01', 1, '2023-06-01'),
(57, 245871, 83622, 20, 2276599.5202443652, 1, '2023-06-01', 1, '2023-06-01'),
(58, 245871, 83622, 20, 710193.7455496821, 1, '2023-06-01', 1, '2023-06-01'),
(59, 245871, 83622, 20, 1322380.9127872455, 1, '2023-06-01', 1, '2023-06-01'),
(60, 245871, 83622, 20, 2003872.9033079457, 1, '2023-06-01', 1, '2023-06-01'),
(61, 245871, 83622, 20, 2306957.0185704569, 1, '2023-06-01', 1, '2023-06-01'),
(62, 245871, 83622, 20, 2178577.5308498433, 1, '2023-06-01', 1, '2023-06-01'),
(63, 245871, 83622, 20, 1885884.8466775066, 1, '2023-06-01', 1, '2023-06-01'),
(64, 245871, 83622, 20, 423601.8274230443, 1, '2023-06-01', 1, '2023-06-01'),
(65, 245871, 83622, 20, 1780259.8098237993, 1, '2023-06-01', 1, '2023-06-01'),
(66, 245871, 83622, 20, 2067442.5611207752, 1, '2023-06-01', 1, '2023-06-01'),
(67, 245871, 83622, 20, 1536999.5370343922, 1, '2023-06-01', 1, '2023-06-01'),
(68, 245871, 83622, 20, 1860009.9122371186, 1, '2023-06-01', 1, '2023-06-01'),
(69, 245871, 83622, 20, 460689.7241370394, 1, '2023-06-01', 1, '2023-06-01'),
(70, 245871, 83622, 20, 1598192.0151822598, 1, '2023-06-01', 1, '2023-06-01'),
(71, 245871, 83622, 20, 2143833.9229458219, 1, '2023-06-01', 1, '2023-06-01'),
(72, 245871, 83622, 20, 2179216.7931316554, 1, '2023-06-01', 1, '2023-06-01'),
(73, 245871, 83622, 20, 2263005.6509450288, 1, '2023-06-01', 1, '2023-06-01'),
(74, 245871, 83622, 20, 590471.2947408266, 1, '2023-06-01', 1, '2023-06-01'),
(75, 245871, 83622, 20, 1556816.4631177026, 1, '2023-06-01', 1, '2023-06-01'),
(76, 245871, 83622, 20, 2351543.8009746493, 1, '2023-06-01', 1, '2023-06-01'),
(77, 245871, 83622, 20, 2131064.4274521123, 1, '2023-06-01', 1, '2023-06-01'),
(78, 245871, 83622, 20, 1750764.2620649885, 1, '2023-06-01', 1, '2023-06-01'),
(79, 245871, 83622, 20, 1514456.0016097872, 1, '2023-06-01', 1, '2023-06-01'),
(80, 245871, 83622, 20, 678774.2908646793, 1, '2023-06-01', 1, '2023-06-01'),
(81, 245871, 83622, 20, 2324533.7334210245, 1, '2023-06-01', 1, '2023-06-01'),
(82, 245871, 83622, 20, 2483322.3250009563, 1, '2023-06-01', 1, '2023-06-01'),
(83, 245871, 83622, 20, 2282447.5599671851, 1, '2023-06-01', 1, '2023-06-01'),
(84, 245871, 83622, 20, 1824539.1775268984, 1, '2023-06-01', 1, '2023-06-01'),
(85, 245871, 83622, 20, 2249107.4465752805, 1, '2023-06-01', 1, '2023-06-01'),
(86, 245871, 83622, 20, 1993002.3424056962, 1, '2023-06-01', 1, '2023-06-01'),
(87, 245871, 83622, 20, 2369203.5306143182, 1, '2023-06-01', 1, '2023-06-01'),
(88, 245871, 83622, 20, 2149098.3042594079, 1, '2023-06-01', 1, '2023-06-01'),
(89, 245871, 83622, 20, 892220.7353769193, 1, '2023-06-01', 1, '2023-06-01'),
(90, 245871, 83622, 20, 800787.1900982699, 1, '2023-06-01', 1, '2023-06-01'),
(91, 245871, 83622, 20, 2040182.9873057053, 1, '2023-06-01', 1, '2023-06-01'),
(92, 245871, 83622, 20, 2716877.9753241223, 1, '2023-06-01', 1, '2023-06-01'),
(93, 245871, 83622, 20, 1972204.2230133118, 1, '2023-06-01', 1, '2023-06-01'),
(94, 245871, 83622, 20, 1412091.5615494706, 1, '2023-06-01', 1, '2023-06-01'),
(95, 245871, 83622, 20, 647197.5527689519, 1, '2023-06-01', 1, '2023-06-01'),
(96, 245871, 83622, 20, 2103233.5500279860, 1, '2023-06-01', 1, '2023-06-01'),
(97, 245871, 83622, 20, 1940620.1924646727, 1, '2023-06-01', 1, '2023-06-01'),
(98, 245871, 83622, 20, 2074487.4978301350, 1, '2023-06-01', 1, '2023-06-01'),
(99, 245871, 83622, 20, 2068214.7142085729, 1, '2023-06-01', 1, '2023-06-01'),
(100, 245871, 83622, 20, 451395.1639252101, 1, '2023-06-01', 1, '2023-06-01'),
(101, 245871, 83622, 20, 1728577.3002784761, 1, '2023-06-01', 1, '2023-06-01'),
(102, 245871, 83622, 20, 1868531.7452625593, 1, '2023-06-01', 1, '2023-06-01'),
(103, 245871, 83622, 20, 2217373.4491504770, 1, '2023-06-01', 1, '2023-06-01'),
(104, 245871, 83622, 20, 2314689.0929630321, 1, '2023-06-01', 1, '2023-06-01'),
(105, 245871, 83622, 20, 1360949.3613662557, 1, '2023-06-01', 1, '2023-06-01'),
(106, 245871, 83622, 20, 841411.4978443038, 1, '2023-06-01', 1, '2023-06-01'),
(107, 245871, 83622, 20, 2044444.0783305493, 1, '2023-06-01', 1, '2023-06-01'),
(108, 245871, 83622, 20, 2074412.5170953546, 1, '2023-06-01', 1, '2023-06-01'),
(109, 245871, 83622, 20, 2338403.2809266381, 1, '2023-06-01', 1, '2023-06-01'),
(110, 245871, 83622, 20, 1663750.5368059227, 1, '2023-06-01', 1, '2023-06-01'),
(111, 245871, 83622, 20, 281347.5412965748, 1, '2023-06-01', 1, '2023-06-01'),
(112, 245871, 83622, 20, 2032056.9051196682, 1, '2023-06-01', 1, '2023-06-01'),
(113, 245871, 83622, 20, 1629331.0073983038, 1, '2023-06-01', 1, '2023-06-01'),
(114, 245871, 83622, 20, 2797864.0274931379, 1, '2023-06-01', 1, '2023-06-01'),
(115, 245871, 83622, 20, 2620566.6646872516, 1, '2023-06-01', 1, '2023-06-01'),
(116, 245871, 83622, 20, 577704.0115832771, 1, '2023-06-01', 1, '2023-06-01'),
(117, 245871, 83622, 20, 1283983.4882398552, 1, '2023-06-01', 1, '2023-06-01'),
(118, 245871, 83622, 20, 1722275.9484643608, 1, '2023-06-01', 1, '2023-06-01'),
(119, 245871, 83622, 20, 1724914.3921392080, 1, '2023-06-01', 1, '2023-06-01'),
(120, 245871, 83622, 20, 2284487.4737771064, 1, '2023-06-01', 1, '2023-06-01'),
(121, 245871, 83622, 20, 998674.8037833380, 1, '2023-06-01', 1, '2023-06-01'),
(122, 245871, 83622, 20, 926809.5186447657, 1, '2023-06-01', 1, '2023-06-01'),
(123, 245871, 83622, 20, 1955958.0771445745, 1, '2023-06-01', 1, '2023-06-01'),
(124, 245871, 83622, 20, 1376773.5645264856, 1, '2023-06-01', 1, '2023-06-01'),
(125, 245871, 83622, 20, 1712012.5184291540, 1, '2023-06-01', 1, '2023-06-01'),
(126, 245871, 83622, 20, 2330115.3163891158, 1, '2023-06-01', 1, '2023-06-01'),
(2, 245871, 83623, 20, 1723603.7849235485, 1, '2023-06-01', 1, '2023-06-01'),
(3, 245871, 83623, 20, 1758473.9437657753, 1, '2023-06-01', 1, '2023-06-01'),
(4, 245871, 83623, 20, 1948912.1956596239, 1, '2023-06-01', 1, '2023-06-01'),
(5, 245871, 83623, 20, 2330570.0464699963, 1, '2023-06-01', 1, '2023-06-01'),
(6, 245871, 83623, 20, 258068.1910987646, 1, '2023-06-01', 1, '2023-06-01'),
(7, 245871, 83623, 20, 1949145.5483016342, 1, '2023-06-01', 1, '2023-06-01'),
(8, 245871, 83623, 20, 2401436.2278673696, 1, '2023-06-01', 1, '2023-06-01'),
(9, 245871, 83623, 20, 1841117.5608023960, 1, '2023-06-01', 1, '2023-06-01'),
(10, 245871, 83623, 20, 2019715.5389273574, 1, '2023-06-01', 1, '2023-06-01'),
(11, 245871, 83623, 20, 310445.4346922933, 1, '2023-06-01', 1, '2023-06-01'),
(12, 245871, 83623, 20, 1695802.2634989765, 1, '2023-06-01', 1, '2023-06-01'),
(13, 245871, 83623, 20, 1812503.0486015545, 1, '2023-06-01', 1, '2023-06-01'),
(14, 245871, 83623, 20, 1957542.8455629296, 1, '2023-06-01', 1, '2023-06-01'),
(15, 245871, 83623, 20, 2168502.3066237644, 1, '2023-06-01', 1, '2023-06-01'),
(16, 245871, 83623, 20, 1221670.6019461581, 1, '2023-06-01', 1, '2023-06-01'),
(17, 245871, 83623, 20, 370534.6906813638, 1, '2023-06-01', 1, '2023-06-01'),
(18, 245871, 83623, 20, 2492232.9512047685, 1, '2023-06-01', 1, '2023-06-01'),
(19, 245871, 83623, 20, 2349230.7902116560, 1, '2023-06-01', 1, '2023-06-01'),
(20, 245871, 83623, 20, 1481132.4020579759, 1, '2023-06-01', 1, '2023-06-01'),
(21, 245871, 83623, 20, 2047642.9926862477, 1, '2023-06-01', 1, '2023-06-01'),
(22, 245871, 83623, 20, 356658.1479550946, 1, '2023-06-01', 1, '2023-06-01'),
